,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,cks_dilution,cks_rcf,parallax1,parallax1_err0,parallax2,parallax2_err1,parallax2_err2
26,K00072,11904151,K00072.01,Kepler-10 b,CONFIRMED,0.837491331,2.72e-07,-2.72e-07,2454964.575,0.000261,-0.000261,0.0489,0.2629,-0.0488,1.8076,0.00782,-0.00782,,,,191.9,1.1,-1.1,0.012581,0.000157,-5.2e-05,1.28818,0.04026,-0.16065,1.45,0.03,-0.03,0.0168,,,1968.0,,,3545.07,259.09,-244.87,3.628,0.113,-0.113,9.844207,205.7,2,,5627.0,44.0,-44.0,4.342,0.03,-0.03,-0.15,0.04,-0.04,1.056,0.021,-0.021,0.895,0.06,-0.06,,,,stellar_q1_q16,10.961,9.889,9.563,9.496,False,5599.2,60.0,-60.0,4.277,0.1,-0.1,-0.114,0.04,-0.04,0.0,1.0,-1.0,5599.0,60.0,60.0,4.337,0.077,-0.1,-0.11,0.045,-0.043,1.083,0.026,0.025,0.871,0.018,0.011,9.95405417352,1.67239723807,-1.81752042509,9.998,0.067447180977,-0.0875605698696,5.61,0.56,-0.7,1.489,0.037,0.037,0.0168275716155,0.000280239671403,-0.000280239671403,3509.97349012,855.282979404,-855.282979404,1961.50529453,119.566227513,-119.566227513,1.0,1.0005,5.415,0.023,5.925,0.495,0.758
27,K00072,11904151,K00072.02,Kepler-10 c,CONFIRMED,45.29431717,5.283e-05,-5.283e-05,2454971.677,0.000894,-0.000894,0.019,0.3006,-0.019,6.8714,0.0289,-0.0289,,,,476.8,3.4,-3.4,0.019777,0.000265,-9.2e-05,1.24829,0.01408,-0.19869,2.28,0.05,-0.04,0.2397,,,521.0,,,17.41,1.28,-1.2,51.347,0.579,-0.579,96.81086,130.7,2,,5627.0,44.0,-44.0,4.342,0.03,-0.03,-0.15,0.04,-0.04,1.056,0.021,-0.021,0.895,0.06,-0.06,,,,stellar_q1_q16,10.961,9.889,9.563,9.496,False,5599.2,60.0,-60.0,4.277,0.1,-0.1,-0.114,0.04,-0.04,0.0,1.0,-1.0,5599.0,60.0,60.0,4.337,0.077,-0.1,-0.11,0.045,-0.043,1.083,0.026,0.025,0.871,0.018,0.011,9.95405417352,1.67239723807,-1.81752042509,9.998,0.067447180977,-0.0875605698696,5.61,0.56,-0.7,2.34,0.059,0.059,0.240634936203,0.00400753866356,-0.00400753866356,17.2121881027,4.14596127404,-4.14596127404,519.065957544,31.2238437894,-31.2238437894,1.0,1.0005,5.415,0.023,5.925,0.495,0.758
29,K00082,10187017,K00082.01,Kepler-102 e,CONFIRMED,16.145690772,6.645e-06,-6.645e-06,2454967.754,0.000349,-0.000349,0.6842,0.0884,-0.3131,3.7246,0.0405,-0.0405,,,,989.2,3.7,-3.7,0.03053,0.001286,-0.001962,1.20797,1.29314,-0.29382,2.52,0.1,-0.14,0.1129,,,549.0,,,21.46,3.81,-3.76,25.53,9.1,-9.1,214.22546,301.8,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,4909.0,60.0,60.0,4.571,0.031,-0.037,0.102,0.042,-0.042,0.724,0.018,0.018,0.803,0.009,0.021,7.24435960075,5.3937653694,-4.89938121436,9.86,0.241682645503,-0.489861155812,8.94,0.34,-0.36,2.414,0.142,0.142,0.116279080401,0.00195336988888,-0.00195336988888,22.8016756585,3.9314627219,-3.9314627219,556.871788837,23.9262452057,-23.9262452057,1.0,1.0,9.301,0.019,8.772,0.265,0.291
30,K00082,10187017,K00082.02,Kepler-102 d,CONFIRMED,10.31173752,1.028e-05,-1.028e-05,2454967.081,0.000837,-0.000837,0.7672,0.0352,-0.5593,3.205,0.0312,-0.0312,,,,282.3,3.1,-3.1,0.016946,0.000248,-0.001843,0.78884,1.63094,-0.22293,1.4,0.05,-0.08,0.0837,,,638.0,,,39.04,6.94,-6.83,16.43,6.8,-6.8,66.59048,98.4,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,4909.0,60.0,60.0,4.571,0.031,-0.037,0.102,0.042,-0.042,0.724,0.018,0.018,0.803,0.009,0.021,7.24435960075,5.3937653694,-4.89938121436,9.86,0.241682645503,-0.489861155812,8.94,0.34,-0.36,1.34,0.089,0.089,0.08624152107,0.00144391200887,-0.00144391200887,41.5589220858,7.09189819305,-7.09189819305,647.037713401,27.4156309096,-27.4156309096,1.0,1.0,9.301,0.019,8.772,0.265,0.291
31,K00082,10187017,K00082.03,Kepler-102 f,CONFIRMED,27.4537294,0.0001033,-0.0001033,2454978.023,0.00329,-0.00329,0.1053,0.3576,-0.1051,3.5353,0.0877,-0.0877,,,,116.3,4.7,-4.7,0.009524,0.000506,-0.000203,5.3048,0.33051,-2.11427,0.79,0.03,-0.05,0.1608,,,460.0,,,10.58,1.88,-1.85,59.57,3.7,-3.7,22.751736,26.3,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,4909.0,60.0,60.0,4.571,0.031,-0.037,0.102,0.042,-0.042,0.724,0.018,0.018,0.803,0.009,0.021,7.24435960075,5.3937653694,-4.89938121436,9.86,0.241682645503,-0.489861155812,8.94,0.34,-0.36,0.753,0.033,0.033,0.165638461521,0.00276963796239,-0.00276963796239,11.2525587529,1.9316142794,-1.9316142794,466.741425654,19.9294476337,-19.9294476337,1.0,1.0,9.301,0.019,8.772,0.265,0.291
32,K00082,10187017,K00082.04,Kepler-102 c,CONFIRMED,7.07136076,2.571e-05,-2.571e-05,2454972.987,0.00331,-0.00331,0.0839,0.3873,-0.0838,2.7506,0.0938,-0.0938,,,,62.9,2.8,-2.8,0.007006,0.000377,-0.000192,2.90012,0.14021,-1.31829,0.58,0.02,-0.03,0.0651,,,723.0,,,64.54,11.47,-11.3,19.718,0.953,-0.953,20.686253,24.9,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,4909.0,60.0,60.0,4.571,0.031,-0.037,0.102,0.042,-0.042,0.724,0.018,0.018,0.803,0.009,0.021,7.24435960075,5.3937653694,-4.89938121436,9.86,0.241682645503,-0.489861155812,8.94,0.34,-0.36,0.554,0.026,0.026,0.0671004418158,0.00111822742103,-0.00111822742103,68.4267641731,11.7210789076,-11.7210789076,732.942705259,31.1118609341,-31.1118609341,1.0,1.0,9.301,0.019,8.772,0.265,0.291
33,K00082,10187017,K00082.05,Kepler-102 b,CONFIRMED,5.28695437,2.538e-05,-2.538e-05,2454968.852,0.00392,-0.00392,0.4052,0.0879,-0.3924,2.591,0.125,-0.125,,,,43.0,2.5,-2.5,0.00595,0.000159,-0.000378,2.00644,0.76627,-0.57523,0.49,0.02,-0.03,0.0536,,,797.0,,,95.21,16.92,-16.68,14.37,5.5,-5.5,14.343483,19.0,5,,4812.0,101.0,-93.0,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,False,4909.4,60.0,-60.0,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1.0,-1.0,4909.0,60.0,60.0,4.571,0.031,-0.037,0.102,0.042,-0.042,0.724,0.018,0.018,0.803,0.009,0.021,7.24435960075,5.3937653694,-4.89938121436,9.86,0.241682645503,-0.489861155812,8.94,0.34,-0.36,0.471,0.024,0.024,0.0552619144523,0.000928875725551,-0.000928875725551,101.042530041,17.2180630254,-17.2180630254,807.959476567,34.3744048326,-34.3744048326,1.0,1.0,9.301,0.019,8.772,0.265,0.291
35,K00085,5866724,K00085.01,Kepler-65 c,CONFIRMED,5.859938722,2.614e-06,-2.614e-06,2454965.04,0.000376,-0.000376,0.0265,0.2578,-0.0265,4.0004,0.0119,-0.0119,,,,320.4,1.4,-1.4,0.016394,0.000135,-6.8e-05,0.81303,0.0019,-0.18516,2.55,0.04,-0.04,0.069,,,1236.0,,,552.06,37.5,-35.54,11.3853,0.0266,-0.0266,152.2298,259.3,3,,6169.0,50.0,-50.0,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,False,6219.8,60.0,-60.0,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1.0,-1.0,6220.0,60.0,60.0,4.219,0.097,-0.108,0.122,0.043,-0.042,1.443,0.033,0.032,1.249,0.01,0.03,3.2359365693,0.557389514333,-0.84559417073,9.51,0.0690201773285,-0.131539885178,3.4,0.47,-0.48,2.585,0.061,0.061,0.0682473132776,0.00118912713807,-0.00118912713807,587.257536052,173.054542673,-173.054542673,1254.50002925,92.2146071582,-92.2146071582,1.0,1.0001,3.317,0.029,3.523,0.322,0.557
36,K00085,5866724,K00085.02,Kepler-65 b,CONFIRMED,2.154909039,1.841e-06,-1.841e-06,2454966.499,0.000719,-0.000719,0.6452,0.1522,-0.4361,3.1774,0.0221,-0.0221,,,,100.4,1.0,-1.0,0.009656,0.000594,-0.000438,0.28072,0.24341,-0.01748,1.5,0.03,-0.02,0.0354,,,1726.0,,,2097.4,142.46,-135.04,4.1,1.8,-1.8,64.38821,116.2,3,,6169.0,50.0,-50.0,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,False,6219.8,60.0,-60.0,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1.0,-1.0,6220.0,60.0,60.0,4.219,0.097,-0.108,0.122,0.043,-0.042,1.443,0.033,0.032,1.249,0.01,0.03,3.2359365693,0.557389514333,-0.84559417073,9.51,0.0690201773285,-0.131539885178,3.4,0.47,-0.48,1.521,0.088,0.088,0.035034741058,0.000615723131926,-0.000615723131926,2232.40978012,642.597406479,-642.597406479,1751.6890073,127.461399422,-127.461399422,1.0,1.0001,3.317,0.029,3.523,0.322,0.557
37,K00085,5866724,K00085.03,Kepler-65 d,CONFIRMED,8.13122484,1.345e-05,-1.345e-05,2454970.992,0.0013,-0.0013,0.8742,0.0,-0.6277,4.3457,0.0244,-0.0244,,,,113.9,1.5,-1.5,0.011306,0.0,-0.001256,0.11251,0.61728,0.0,1.76,0.03,-0.03,0.0858,,,1109.0,,,357.04,24.25,-22.99,7.33,3.7,-3.7,42.444725,78.1,3,,6169.0,50.0,-50.0,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,False,6219.8,60.0,-60.0,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1.0,-1.0,6220.0,60.0,60.0,4.219,0.097,-0.108,0.122,0.043,-0.042,1.443,0.033,0.032,1.249,0.01,0.03,3.2359365693,0.557389514333,-0.84559417073,9.51,0.0690201773285,-0.131539885178,3.4,0.47,-0.48,1.78,0.106,0.106,0.0849092048352,0.00149117938579,-0.00149117938579,381.346803957,109.448139948,-109.448139948,1126.14303073,80.6892428508,-80.6892428508,1.0,1.0001,3.317,0.029,3.523,0.322,0.557
43,K00094,6462863,K00094.01,Kepler-89 d,CONFIRMED,22.342969585,3.313e-06,-3.313e-06,2454965.742,0.000129,-0.000129,0.0056,0.0468,-0.0056,6.68603,0.00386,-0.00386,,,,5675.2,5.3,-5.3,0.068974,4.5e-05,-3.3e-05,0.77072,0.00167,-0.00434,9.77,2.03,-1.5,0.1596,,,767.0,,,81.73,45.67,-27.89,27.2965,0.0592,-0.0592,752.18005,1211.1,4,,6098.0,101.0,-127.0,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60.0,-60.0,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1.0,-1.0,6181.0,60.0,60.0,4.243,0.093,-0.105,0.064,0.041,-0.041,1.368,0.033,0.032,1.177,0.032,0.024,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,10.311,0.244,0.244,0.164565505696,0.00274049939404,-0.00274049939404,90.23563195,24.8970858021,-24.8970858021,785.431006793,53.9333091681,-53.9333091681,1.039,1.0,2.121,0.022,2.196,0.214,0.309
41,K00094,6462863,K00094.02,Kepler-89 c,CONFIRMED,10.423677765,7.163e-06,-7.163e-06,2454971.009,0.000582,-0.000582,0.127,0.2594,-0.127,5.2291,0.0237,-0.0237,,,,795.1,4.3,-4.3,0.025851,0.000369,-0.000148,0.65005,0.03054,-0.13397,3.66,0.76,-0.56,0.096,,,989.0,,,225.89,126.23,-77.07,15.514,0.729,-0.729,143.96613,217.7,4,,6098.0,101.0,-127.0,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60.0,-60.0,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1.0,-1.0,6181.0,60.0,60.0,4.243,0.093,-0.105,0.064,0.041,-0.041,1.368,0.033,0.032,1.177,0.032,0.024,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,3.864,0.099,0.099,0.0990501425989,0.00165633858252,-0.00165633858252,247.987259612,68.8213829054,-68.8213829054,1011.27871968,69.607693079,-69.607693079,1.039,1.0,2.121,0.022,2.196,0.214,0.309
42,K00094,6462863,K00094.03,Kepler-89 e,CONFIRMED,54.31998605,3.603e-05,-3.603e-05,2454994.24,0.000572,-0.000572,0.0352,0.1117,-0.0351,8.4652,0.0169,-0.0169,,,,1996.2,7.1,-7.1,0.040903,0.000134,-7.3e-05,0.85049,0.00124,-0.04367,5.79,1.21,-0.89,0.2885,,,570.0,,,25.01,13.98,-8.53,51.0008,0.0744,-0.0744,171.5813,308.6,4,,6098.0,101.0,-127.0,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60.0,-60.0,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1.0,-1.0,6181.0,60.0,60.0,4.243,0.093,-0.105,0.064,0.041,-0.041,1.368,0.033,0.032,1.177,0.032,0.024,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,6.116,0.145,0.145,0.297535733257,0.00496448150144,-0.00496448150144,27.6821342913,7.48024887086,-7.48024887086,584.538901187,39.2504012264,-39.2504012264,1.039,1.0,2.121,0.022,2.196,0.214,0.309
40,K00094,6462863,K00094.04,Kepler-89 b,CONFIRMED,3.743175556,9.096e-06,-9.096e-06,2454964.619,0.00199,-0.00199,0.6516,0.2133,-0.4338,3.7301,0.0572,-0.0572,,,,128.6,3.0,-3.0,0.010942,0.001009,-0.000531,0.28838,0.31639,-0.00163,1.55,0.32,-0.24,0.0485,,,1391.0,,,885.02,494.57,-301.95,5.98,2.2,-2.2,32.888603,49.8,4,,6098.0,101.0,-127.0,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,False,6181.2,60.0,-60.0,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1.0,-1.0,6181.0,60.0,60.0,4.243,0.093,-0.105,0.064,0.041,-0.041,1.368,0.033,0.032,1.177,0.032,0.024,3.50751873953,0.774096247676,-0.950392610232,9.545,0.0866076119427,-0.137247850031,2.14,0.27,-0.29,1.638,0.122,0.122,0.050048533133,0.000844289553667,-0.000844289553667,981.239196783,269.552367647,-269.552367647,1426.28806532,97.6577223101,-97.6577223101,1.039,1.0,2.121,0.022,2.196,0.214,0.309
55,K00108,4914423,K00108.01,Kepler-103 b,CONFIRMED,15.96533687,1.354e-05,-1.354e-05,2454975.178,0.000668,-0.000668,0.0368,0.2381,-0.0368,4.527,0.0201,-0.0201,,,,486.1,3.6,-3.6,0.020046,0.000211,-7.9e-05,1.53853,0.01169,-0.24099,3.14,0.09,-0.08,0.128,,,864.0,,,131.47,15.78,-14.37,27.471,0.209,-0.209,122.232346,149.3,2,,5845.0,88.0,-88.0,4.163,0.011,-0.011,0.07,0.109,-0.109,1.436,0.039,-0.039,1.094,0.068,-0.068,,,,stellar_q1_q16,12.287,11.193,10.941,10.873,False,5885.9,60.0,-60.0,4.078,0.1,-0.1,0.131,0.04,-0.04,3.1,1.0,-1.0,5886.0,60.0,60.0,4.1,0.1,-0.088,0.127,0.043,-0.042,1.487,0.037,0.036,1.134,0.043,0.047,6.08135001279,1.26842749939,-1.46061843502,9.784,0.0822741925952,-0.119289259284,1.95,0.28,-0.25,3.257,0.084,0.084,0.129581132521,0.00296049536054,-0.00296049536054,157.940020892,45.1436066686,-45.1436066686,903.413495434,64.3086702377,-64.3086702377,1.001,1.001,2.045,0.024,2.014,0.217,0.269
54,K00108,4914423,K00108.02,Kepler-103 c,CONFIRMED,179.6076602,0.0002824,-0.0002824,2455128.341,0.00114,-0.00114,0.6661,0.0163,-0.4161,13.491,0.119,-0.119,,,,1278.8,7.4,-7.4,0.034568,1.2e-05,-0.001765,0.30608,0.31313,-0.03234,5.42,0.15,-0.15,0.6425,,,385.0,,,5.22,0.62,-0.57,80.5,27.5,-27.5,118.42232,182.7,2,,5845.0,88.0,-88.0,4.163,0.011,-0.011,0.07,0.109,-0.109,1.436,0.039,-0.039,1.094,0.068,-0.068,,,,stellar_q1_q16,12.287,11.193,10.941,10.873,False,5885.9,60.0,-60.0,4.078,0.1,-0.1,0.131,0.04,-0.04,3.1,1.0,-1.0,5886.0,60.0,60.0,4.1,0.1,-0.088,0.127,0.043,-0.042,1.487,0.037,0.036,1.134,0.043,0.047,6.08135001279,1.26842749939,-1.46061843502,9.784,0.0822741925952,-0.119289259284,1.95,0.28,-0.25,5.613,0.199,0.199,0.650507272723,0.014881464472,-0.014881464472,6.27282935356,1.79129724587,-1.79129724587,403.301088718,28.8432345045,-28.8432345045,1.001,1.001,2.045,0.024,2.014,0.217,0.269
60,K00111,6678383,K00111.01,Kepler-104 b,CONFIRMED,11.427545631,8.594e-06,-8.594e-06,2454970.614,0.000602,-0.000602,0.1238,0.1734,-0.1237,4.5598,0.0194,-0.0194,,,,508.6,3.4,-3.4,0.020712,0.000176,-0.000127,1.05883,0.01714,-0.22229,3.08,0.51,-0.69,0.0928,,,972.0,,,211.16,100.05,-90.79,19.407,0.314,-0.314,149.03989,163.2,3,,5755.0,119.0,-78.0,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027,,,,stellar_q1_q16,12.596,11.558,11.251,11.209,False,5760.4,60.0,-60.0,4.365,0.1,-0.1,-0.422,0.04,-0.04,0.0,1.0,-1.0,5760.0,60.0,60.0,4.385,0.087,-0.09,-0.409,0.043,-0.043,1.051,0.026,0.025,0.818,0.013,0.008,10.9647819614,2.61174539511,-3.55245653169,10.04,0.0927886990485,-0.17004552173,2.78,0.27,-0.29,2.38,0.06,0.06,0.0933508162325,0.00156934138757,-0.00156934138757,105.92742005,22.405248666,-22.405248666,817.552450577,43.0957183153,-43.0957183153,1.001,1.0013,2.52,0.027,2.967,0.204,0.235
57,K00111,6678383,K00111.02,Kepler-104 c,CONFIRMED,23.66836427,2.984e-05,-2.984e-05,2454965.714,0.00104,-0.00104,0.6309,0.0393,-0.4485,5.7818,0.0433,-0.0433,,,,458.3,4.5,-4.5,0.020567,3.7e-05,-0.00088,0.53388,0.48907,-0.03732,3.06,0.5,-0.69,0.1507,,,763.0,,,80.07,37.94,-34.43,25.1,11.5,-11.5,100.501625,110.4,3,,5755.0,119.0,-78.0,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027,,,,stellar_q1_q16,12.596,11.558,11.251,11.209,False,5760.4,60.0,-60.0,4.365,0.1,-0.1,-0.422,0.04,-0.04,0.0,1.0,-1.0,5760.0,60.0,60.0,4.385,0.087,-0.09,-0.409,0.043,-0.043,1.051,0.026,0.025,0.818,0.013,0.008,10.9647819614,2.61174539511,-3.55245653169,10.04,0.0927886990485,-0.17004552173,2.78,0.27,-0.29,2.36,0.077,0.077,0.151662976399,0.00253548970741,-0.00253548970741,40.1554404293,8.50906894607,-8.50906894607,641.50437791,33.87131465,-33.87131465,1.001,1.0013,2.52,0.027,2.967,0.204,0.235
58,K00111,6678383,K00111.03,Kepler-104 d,CONFIRMED,51.75529576,8.421e-05,-8.421e-05,2455104.088,0.00125,-0.00125,0.4582,0.04,-0.3855,7.3501,0.048,-0.048,,,,601.1,6.0,-6.0,0.022948,0.001832,-0.00041,0.8412,0.34,-0.05818,3.41,0.56,-0.76,0.2539,,,588.0,,,28.21,13.36,-12.13,49.2,19.9,-19.9,101.86042,108.7,3,,5755.0,119.0,-78.0,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027,,,,stellar_q1_q16,12.596,11.558,11.251,11.209,False,5760.4,60.0,-60.0,4.365,0.1,-0.1,-0.422,0.04,-0.04,0.0,1.0,-1.0,5760.0,60.0,60.0,4.385,0.087,-0.09,-0.409,0.043,-0.043,1.051,0.026,0.025,0.818,0.013,0.008,10.9647819614,2.61174539511,-3.55245653169,10.04,0.0927886990485,-0.17004552173,2.78,0.27,-0.29,2.635,0.144,0.144,0.255555876483,0.0042665666101,-0.0042665666101,14.2192887957,2.98172977545,-2.98172977545,494.860733622,25.9139097212,-25.9139097212,1.001,1.0013,2.52,0.027,2.967,0.204,0.235
64,K00115,9579641,K00115.01,Kepler-105 b,CONFIRMED,5.41220713,2.488e-06,-2.488e-06,2454966.143,0.000375,-0.000375,0.0975,0.3039,-0.0974,2.8105,0.0251,-0.0251,,,,598.1,3.7,-3.7,0.022571,0.000319,-0.000224,2.1739,0.09259,-0.5106,3.28,1.79,-0.66,0.0621,,,1306.0,,,686.92,1121.8,-302.67,14.987,0.638,-0.638,166.53954,198.5,3,,6391.0,157.0,-204.0,4.226,0.166,-0.287,-0.22,0.24,-0.3,1.332,0.727,-0.269,1.085,0.283,-0.123,,,,stellar_q1_q16,12.791,11.811,11.555,11.503,False,5932.8,60.0,-60.0,4.402,0.1,-0.1,-0.087,0.04,-0.04,2.9,1.0,-1.0,5933.0,60.0,60.0,4.394,0.069,-0.084,-0.081,0.043,-0.043,1.026,0.025,0.024,0.991,0.032,0.033,4.78630092323,1.73746740681,-2.38021176682,9.68,0.134498530116,-0.298688284137,2.16,0.18,-0.21,2.531,0.068,0.068,0.0607558870175,0.000996965714965,-0.000996965714965,337.336480395,65.6942532007,-65.6942532007,1092.14261507,52.7964838142,-52.7964838142,1.004,1.0002,2.202,0.026,2.202,0.147,0.212
65,K00115,9579641,K00115.02,Kepler-105 c,CONFIRMED,7.12594591,1.25e-05,-1.25e-05,2454972.005,0.00136,-0.00136,0.1989,0.2462,-0.1989,2.807,0.0409,-0.0409,,,,194.4,3.8,-3.8,0.012899,0.000299,-0.000187,2.66621,0.28285,-0.72875,1.88,1.02,-0.38,0.0746,,,1191.0,,,476.01,777.35,-209.74,19.27,2.0,-2.0,42.166115,56.0,3,,6391.0,157.0,-204.0,4.226,0.166,-0.287,-0.22,0.24,-0.3,1.332,0.727,-0.269,1.085,0.283,-0.123,,,,stellar_q1_q16,12.791,11.811,11.555,11.503,False,5932.8,60.0,-60.0,4.402,0.1,-0.1,-0.087,0.04,-0.04,2.9,1.0,-1.0,5933.0,60.0,60.0,4.394,0.069,-0.084,-0.081,0.043,-0.043,1.026,0.025,0.024,0.991,0.032,0.033,4.78630092323,1.73746740681,-2.38021176682,9.68,0.134498530116,-0.298688284137,2.16,0.18,-0.21,1.445,0.044,0.044,0.0729787557333,0.00121038432015,-0.00121038432015,235.745997276,45.0443176703,-45.0443176703,998.561017796,47.6877902039,-47.6877902039,1.004,1.0002,2.202,0.026,2.202,0.147,0.212
