# starID,Period_days,Radius_earth,Duration_hours
1343,8.04368111e+00,1.33202581e+00,8.37424173e-01
1343,1.88657486e+01,1.60432111e+00,0.00000000e+00
1343,4.62440225e+01,1.51938857e+00,0.00000000e+00
1343,7.27794803e+01,1.83878909e+00,0.00000000e+00
1343,1.27698162e+02,1.34866633e+00,0.00000000e+00
1343,1.79799563e+02,1.38131794e+00,0.00000000e+00
1343,4.38063398e+02,1.11652668e+00,0.00000000e+00
1355,1.72321808e+00,2.49882937e+00,2.23781587e+00
1355,2.27892147e+00,2.70343608e+00,2.68420728e+00
1355,3.56102246e+00,2.18997016e+00,2.36433804e+00
1355,4.76245092e+00,2.36308975e+00,3.04654270e+00
1355,6.82339044e+00,6.43261504e+00,3.71933934e+00
1355,1.02678068e+01,4.29253321e+00,4.53024580e+00
1355,2.15889166e+01,5.26480242e+00,5.17918261e+00
1355,3.06081098e+01,2.49490339e+00,0.00000000e+00
1355,9.21607056e+01,1.86322874e+00,0.00000000e+00
1355,1.59734130e+02,1.11338909e+00,0.00000000e+00
1386,9.57157544e+00,1.23247130e+00,0.00000000e+00
1386,1.83942516e+01,1.34515743e+00,4.69121077e+00
1386,3.94173885e+01,9.89000434e-01,0.00000000e+00
1386,6.57946601e+01,1.26075706e+00,0.00000000e+00
1386,1.32046129e+02,1.14866864e+00,0.00000000e+00
1386,2.27626809e+02,1.20338424e+00,0.00000000e+00
1386,3.64860666e+02,1.13036927e+00,0.00000000e+00
1441,7.43678059e+00,1.36857712e+00,0.00000000e+00
1441,1.31017498e+01,2.88013119e+00,0.00000000e+00
1441,2.28436873e+01,2.35782637e+00,5.32301381e+00
1441,3.71996917e+01,2.33619891e+00,0.00000000e+00
1441,6.91509710e+01,2.13384232e+00,0.00000000e+00
1441,1.38967012e+02,1.04632091e+00,0.00000000e+00
1441,2.16077991e+02,1.17786461e+00,0.00000000e+00
1441,3.55290384e+02,8.51637594e-01,0.00000000e+00
1450,8.55072645e+00,1.50103709e+00,4.23093682e+00
1450,2.95543780e+01,2.80388761e+00,0.00000000e+00
1450,4.98046117e+01,2.67785113e+00,0.00000000e+00
1450,1.05043767e+02,1.52476733e+00,6.41381559e+00
1450,2.03301788e+02,1.82414512e+00,0.00000000e+00
1450,5.30061613e+02,1.92743965e+00,0.00000000e+00
1501,4.44982072e+00,2.92880258e+00,1.19975127e+00
1501,6.40045177e+00,2.78402266e+00,0.00000000e+00
1501,1.39067698e+01,2.48235987e+00,0.00000000e+00
1501,2.23847081e+01,3.37904439e+00,0.00000000e+00
1501,3.59733340e+01,1.77060817e+00,0.00000000e+00
1501,8.31147673e+01,2.33239629e+00,0.00000000e+00
1501,1.41315358e+02,3.12859862e+00,0.00000000e+00
1501,3.11953047e+02,1.77835846e+00,0.00000000e+00
1511,1.23316218e+01,4.06121547e+00,0.00000000e+00
1511,1.76797855e+01,4.72087091e+00,0.00000000e+00
1511,2.76129056e+01,5.96615827e+00,0.00000000e+00
1511,6.23929329e+01,3.93460780e+00,7.46432936e+00
1511,1.51988870e+02,3.66144763e+00,0.00000000e+00
1511,3.74824429e+02,5.32969149e+00,0.00000000e+00
1511,7.20927877e+02,5.89216014e+00,0.00000000e+00
1569,9.77339904e+00,1.37721097e+00,4.38836406e+00
1569,1.25102334e+01,1.00074918e+00,0.00000000e+00
1569,1.98802838e+01,1.42816577e+00,0.00000000e+00
1569,3.59918637e+01,1.42776530e+00,0.00000000e+00
1569,9.18293633e+01,1.30289166e+00,0.00000000e+00
1569,1.60035121e+02,9.55425883e-01,0.00000000e+00
1569,2.82197477e+02,1.73677994e+00,0.00000000e+00
1569,5.25395777e+02,2.05919188e+00,0.00000000e+00
1666,7.27743337e-01,3.44137380e+00,0.00000000e+00
1666,1.00309960e+00,2.25996611e+00,0.00000000e+00
1666,2.04248868e+00,1.73964945e+00,0.00000000e+00
1666,4.01310732e+00,2.51943172e+00,1.52755370e+00
1666,7.22932166e+00,1.43271498e+00,0.00000000e+00
1666,1.90625006e+01,8.16506945e-01,5.06581114e+00
1666,3.13053664e+01,8.05796238e-01,0.00000000e+00
1666,7.97538098e+01,1.41920292e+00,0.00000000e+00
1666,1.39021967e+02,2.74106720e+00,0.00000000e+00
1666,3.16162797e+02,2.38825771e+00,0.00000000e+00
1728,4.46444404e+00,1.00443206e+00,3.37902318e+00
1728,9.66634804e+00,7.71855741e-01,3.18850479e+00
1728,1.81139006e+01,5.30021742e-01,0.00000000e+00
1728,3.65019245e+01,5.10889232e-01,0.00000000e+00
1728,7.32122209e+01,5.11946198e-01,0.00000000e+00
1728,1.75107671e+02,3.36489597e-01,0.00000000e+00
1728,2.69571831e+02,4.14643856e-01,0.00000000e+00
1728,3.85527720e+02,2.93833745e-01,0.00000000e+00
1731,1.15243255e+01,1.12210761e+00,3.61614680e+00
1731,2.09072508e+01,1.75761946e+00,0.00000000e+00
1731,9.47476102e+01,2.39221485e+00,0.00000000e+00
1731,1.64398150e+02,2.67978294e+00,0.00000000e+00
1731,2.58639935e+02,3.40935210e+00,0.00000000e+00
1731,3.76388247e+02,4.26808275e+00,0.00000000e+00
1731,7.01131813e+02,5.02410202e+00,0.00000000e+00
1769,6.65103954e-01,7.66200096e-01,0.00000000e+00
1769,1.07625180e+00,7.24164363e-01,1.80154040e+00
1769,3.11951788e+00,7.29786364e-01,0.00000000e+00
1769,6.33155293e+00,1.34518022e+00,0.00000000e+00
1769,8.28541104e+00,9.67469814e-01,0.00000000e+00
1769,1.87380300e+01,1.26609357e+00,0.00000000e+00
1769,4.22188128e+01,6.60493438e-01,0.00000000e+00
1769,6.76186328e+01,4.55037476e-01,0.00000000e+00
1769,1.11269326e+02,4.31746688e-01,0.00000000e+00
1787,9.91621620e+00,1.66064671e+00,2.54873732e+00
1787,2.62068130e+01,1.97192717e+00,0.00000000e+00
1787,4.29823401e+01,1.97886916e+00,0.00000000e+00
1787,5.66447210e+01,1.84381932e+00,0.00000000e+00
1787,8.70814540e+01,2.41697784e+00,0.00000000e+00
1787,1.83470664e+02,1.57179635e+00,0.00000000e+00
1787,5.80888987e+02,2.15911828e+00,0.00000000e+00
1814,2.71037491e+00,1.47187660e+00,2.19578949e+00
1814,5.12760999e+00,1.35558805e+00,0.00000000e+00
1814,1.11641674e+01,1.49027690e+00,0.00000000e+00
1814,1.58062893e+01,1.90190838e+00,0.00000000e+00
1814,2.62815014e+01,2.42061477e+00,0.00000000e+00
1814,5.49323978e+01,1.72720152e+00,0.00000000e+00
1814,1.88430397e+02,1.45952632e+00,0.00000000e+00
1814,3.29544323e+02,1.42019575e+00,0.00000000e+00
1814,5.02777485e+02,9.93730772e-01,0.00000000e+00
1844,5.72221060e+00,2.17116645e+00,0.00000000e+00
1844,9.54929907e+00,1.73303618e+00,0.00000000e+00
1844,1.23750599e+01,2.49037300e+00,4.37000366e+00
1844,2.17949579e+01,3.59654169e+00,0.00000000e+00
1844,3.78892271e+01,4.82155468e+00,0.00000000e+00
1844,1.15260180e+02,8.48373750e+00,0.00000000e+00
1844,1.83715073e+02,1.03116698e+01,0.00000000e+00
1844,3.24600416e+02,1.55382289e+01,0.00000000e+00
1844,4.69771169e+02,1.43276364e+01,0.00000000e+00
1865,1.16333363e+01,4.40691817e+00,3.52714633e+00
1865,2.95794834e+01,4.64061420e+00,4.86587603e+00
1865,6.38977698e+01,1.44088900e+00,0.00000000e+00
1865,8.16616667e+01,1.15858894e+00,5.85996792e+00
1865,1.45582857e+02,6.35897646e-01,0.00000000e+00
1865,1.87551929e+02,9.54849482e-01,0.00000000e+00
1865,4.27983372e+02,4.88941574e-01,0.00000000e+00
1865,6.97198692e+02,5.33698739e-01,0.00000000e+00
1898,1.19861047e+01,2.23880851e+00,4.67198262e+00
1898,3.31319327e+01,4.43598533e+00,0.00000000e+00
1898,8.36228371e+01,4.01671016e+00,0.00000000e+00
1898,1.44434244e+02,3.96065251e+00,0.00000000e+00
1898,3.57669180e+02,4.18176973e+00,0.00000000e+00
1898,6.76212985e+02,3.81533764e+00,0.00000000e+00
1920,8.47689700e-01,1.31857833e+00,1.76801454e+00
1920,1.51959398e+00,1.20710522e+00,2.10264614e+00
1920,2.46181363e+00,1.30032458e+00,2.02879520e+00
1920,6.41947180e+00,8.27576756e-01,1.51325691e+00
1920,1.42245253e+01,6.10421911e-01,0.00000000e+00
1920,4.57943406e+01,7.58652273e-01,0.00000000e+00
1920,6.75826376e+01,1.04899406e+00,0.00000000e+00
1920,1.06170863e+02,5.98020622e-01,0.00000000e+00
1920,1.92113007e+02,5.52052142e-01,0.00000000e+00
1920,6.07027473e+02,5.33540941e-01,0.00000000e+00
1934,5.23030330e+00,1.44501096e+00,0.00000000e+00
1934,1.10050703e+01,1.47854017e+00,4.63704571e+00
1934,4.57221729e+01,1.00105031e+00,0.00000000e+00
1934,9.02087656e+01,1.06142691e+00,0.00000000e+00
1934,2.36147328e+02,1.27460577e+00,0.00000000e+00
1960,7.55213126e+00,1.17072670e+00,0.00000000e+00
1960,1.14918260e+01,1.69838844e+00,2.19421103e+00
1960,1.90658507e+01,1.85292079e+00,0.00000000e+00
1960,3.87589261e+01,1.79432945e+00,0.00000000e+00
1960,5.61408858e+01,2.22115410e+00,0.00000000e+00
1960,1.18793186e+02,2.00090335e+00,0.00000000e+00
1960,6.41004854e+02,1.38270460e+00,0.00000000e+00
1965,2.97546892e+00,1.95550092e+00,2.61595691e+00
1965,6.21862063e+00,1.35573416e+00,0.00000000e+00
1965,1.03469317e+01,2.04723722e+00,0.00000000e+00
1965,1.74637326e+01,1.55833768e+00,0.00000000e+00
1965,3.34249104e+01,1.80243030e+00,0.00000000e+00
1965,5.97222952e+01,2.31001207e+00,0.00000000e+00
1965,1.25001531e+02,1.32977114e+00,0.00000000e+00
1965,2.34045121e+02,1.17555214e+00,0.00000000e+00
1965,5.42126174e+02,1.00931881e+00,0.00000000e+00
1970,1.06295737e+01,1.60273251e+00,4.46510585e+00
1970,2.15188353e+01,2.10038812e+00,0.00000000e+00
1970,3.94086036e+01,1.35220543e+00,0.00000000e+00
1970,6.80772635e+01,6.97494461e-01,0.00000000e+00
1970,9.27561564e+01,6.18216752e-01,0.00000000e+00
1970,1.27065876e+02,5.80406776e-01,0.00000000e+00
