star_id,period,radius,tdur,rhostar,rstar,mstar,npl
3.0,76.6714397,0.990380299,0.0,1.0,1.0,1.0,6
3.0,138.490214,1.81997435,0.0,1.0,1.0,1.0,6
3.0,269.130963,2.28349589,0.0,1.0,1.0,1.0,6
3.0,526.900935,3.74183366,0.0,1.0,1.0,1.0,6
3.0,641.286858,2.32572124,0.0,1.0,1.0,1.0,6
7.0,5.96433011,1.03795916,0.15052740833333333,1.0,1.0,1.0,10
7.0,9.45498099,0.929776056,0.0,1.0,1.0,1.0,10
7.0,18.4740637,0.88105331,0.0,1.0,1.0,1.0,10
7.0,33.0874728,1.1203993,0.27702392125,1.0,1.0,1.0,10
7.0,60.0923143,1.17656533,0.0,1.0,1.0,1.0,10
7.0,83.7619659,0.767710889,0.0,1.0,1.0,1.0,10
7.0,159.517887,0.563237269,0.10588698749999999,1.0,1.0,1.0,10
7.0,363.262198,0.490938646,0.0,1.0,1.0,1.0,10
7.0,593.902296,0.492361871,0.0,1.0,1.0,1.0,10
36.0,8.67821683,1.65220039,0.0,1.0,1.0,1.0,7
36.0,17.6822516,1.36717113,0.0,1.0,1.0,1.0,7
36.0,40.015901,1.27231391,0.0,1.0,1.0,1.0,7
36.0,64.4624375,0.779560864,0.0,1.0,1.0,1.0,7
36.0,141.450033,0.932324741,0.0,1.0,1.0,1.0,7
36.0,652.689462,1.15913037,0.0,1.0,1.0,1.0,7
67.0,18.5338295,1.8545662,0.0,1.0,1.0,1.0,6
67.0,50.6098119,2.17718729,0.0,1.0,1.0,1.0,6
67.0,133.285047,1.55217334,0.0,1.0,1.0,1.0,6
67.0,246.038247,1.94825442,0.0,1.0,1.0,1.0,6
67.0,674.963648,1.52168651,0.0,1.0,1.0,1.0,6
90.0,53.7179203,2.23951466,0.0,1.0,1.0,1.0,6
90.0,113.932284,2.07935872,0.0,1.0,1.0,1.0,6
90.0,317.85266,2.4161099,0.0,1.0,1.0,1.0,6
90.0,404.364108,5.65356953,0.665788575,1.0,1.0,1.0,6
90.0,616.546251,4.83867485,0.0,1.0,1.0,1.0,6
92.0,10.7363811,1.62383911,0.1790115733333333,1.0,1.0,1.0,9
92.0,27.1755775,1.88281766,0.10010502416666667,1.0,1.0,1.0,9
92.0,49.6954675,1.95215548,0.0,1.0,1.0,1.0,9
92.0,72.8078146,1.7654252,0.31816592375,1.0,1.0,1.0,9
92.0,102.502572,1.48442511,0.0,1.0,1.0,1.0,9
92.0,255.968479,1.59892696,0.36839516041666664,1.0,1.0,1.0,9
92.0,695.744121,2.11775079,0.0,1.0,1.0,1.0,9
125.0,5.49659961,4.45813882,0.0,1.0,1.0,1.0,9
125.0,11.3979652,6.78357435,0.0,1.0,1.0,1.0,9
125.0,17.862514,9.29376222,0.0,1.0,1.0,1.0,9
125.0,27.8150647,10.5143116,0.10268073333333333,1.0,1.0,1.0,9
125.0,42.9504496,11.8404525,0.0,1.0,1.0,1.0,9
125.0,81.2384617,9.13913124,0.0,1.0,1.0,1.0,9
125.0,147.504199,4.90109145,0.0,1.0,1.0,1.0,9
125.0,362.775864,3.92788343,0.0,1.0,1.0,1.0,9
145.0,39.493084,1.40154583,0.0,1.0,1.0,1.0,4
145.0,96.6926261,1.12107626,0.0,1.0,1.0,1.0,4
145.0,452.626465,0.821986832,0.0,1.0,1.0,1.0,4
168.0,9.32308084,1.88954538,0.0,1.0,1.0,1.0,9
168.0,13.3069718,1.8326918,0.0,1.0,1.0,1.0,9
168.0,20.2248675,1.31324494,0.0,1.0,1.0,1.0,9
168.0,27.1403156,1.33471567,0.0,1.0,1.0,1.0,9
168.0,73.2386044,1.10079497,0.0,1.0,1.0,1.0,9
168.0,252.487264,0.749422912,0.0,1.0,1.0,1.0,9
168.0,452.861356,0.979194524,0.0,1.0,1.0,1.0,9
168.0,711.177355,1.37604237,0.0,1.0,1.0,1.0,9
207.0,1.54471071,1.82176987,0.0,1.0,1.0,1.0,10
207.0,3.47826615,1.07923876,0.0,1.0,1.0,1.0,10
207.0,4.79128698,0.851326949,0.044292914583333336,1.0,1.0,1.0,10
207.0,8.69946934,1.09420936,0.0,1.0,1.0,1.0,10
207.0,19.3312314,0.7588177,0.0,1.0,1.0,1.0,10
207.0,37.0720549,1.30933681,0.0,1.0,1.0,1.0,10
207.0,50.8260061,2.64363315,0.0,1.0,1.0,1.0,10
225.0,13.6046251,0.636221215,0.0,1.0,1.0,1.0,9
225.0,26.8943922,0.548272895,0.0,1.0,1.0,1.0,9
225.0,48.7362468,0.331849295,0.28767135,1.0,1.0,1.0,9
225.0,89.0790201,0.630042766,0.26580623291666666,1.0,1.0,1.0,9
225.0,122.990943,0.442889797,0.0,1.0,1.0,1.0,9
225.0,227.326811,0.606704758,0.0,1.0,1.0,1.0,9
225.0,586.641522,0.661438815,0.0,1.0,1.0,1.0,9
246.0,16.0896456,0.751697205,0.20343492666666665,1.0,1.0,1.0,5
246.0,54.3118369,1.01838338,0.30924944375,1.0,1.0,1.0,5
246.0,186.914384,1.89238636,0.0,1.0,1.0,1.0,5
246.0,386.983937,2.13308655,0.0,1.0,1.0,1.0,5
256.0,32.5064522,5.36309672,0.0,1.0,1.0,1.0,6
256.0,93.0350444,8.67924839,0.0,1.0,1.0,1.0,6
256.0,212.286205,4.73244239,0.0,1.0,1.0,1.0,6
256.0,359.418228,4.94091144,0.0,1.0,1.0,1.0,6
256.0,570.879054,5.48168607,0.0,1.0,1.0,1.0,6
309.0,8.07282861,1.73522773,0.0,1.0,1.0,1.0,8
309.0,15.6092134,1.54325707,0.0,1.0,1.0,1.0,8
309.0,64.2383142,2.64248956,0.0,1.0,1.0,1.0,8
309.0,103.897069,6.01979604,0.0,1.0,1.0,1.0,8
309.0,225.153676,11.9862304,0.0,1.0,1.0,1.0,8
309.0,482.090195,16.3470046,0.2569802816666667,1.0,1.0,1.0,8
309.0,592.766042,12.0270864,0.0,1.0,1.0,1.0,8
326.0,10.7550473,3.20329084,0.0,1.0,1.0,1.0,6
326.0,26.5351723,5.31758197,0.0,1.0,1.0,1.0,6
326.0,59.8395937,5.00936371,0.0,1.0,1.0,1.0,6
326.0,147.419867,4.0188807,0.0,1.0,1.0,1.0,6
326.0,307.794451,5.57080625,0.0,1.0,1.0,1.0,6
362.0,18.5877646,0.799400842,0.0,1.0,1.0,1.0,8
362.0,45.9284063,1.28326106,0.0,1.0,1.0,1.0,8
362.0,66.2179695,1.28126127,0.0,1.0,1.0,1.0,8
362.0,104.154576,1.12185947,0.0,1.0,1.0,1.0,8
362.0,220.114065,1.41256956,0.0,1.0,1.0,1.0,8
362.0,331.486373,1.4807578,0.0,1.0,1.0,1.0,8
362.0,650.936186,1.42406939,0.0,1.0,1.0,1.0,8
398.0,168.890483,2.63873409,0.0,1.0,1.0,1.0,7
398.0,708.828715,3.96130994,0.0,1.0,1.0,1.0,7
404.0,6.79056458,1.71282133,0.0,1.0,1.0,1.0,8
404.0,27.6147403,1.02874392,0.0,1.0,1.0,1.0,8
404.0,67.3957715,1.72791306,0.0,1.0,1.0,1.0,8
404.0,109.446697,1.59836888,0.0,1.0,1.0,1.0,8
404.0,137.919023,1.619808,0.0,1.0,1.0,1.0,8
404.0,327.757695,2.08092995,0.0,1.0,1.0,1.0,8
404.0,636.031956,1.64078416,0.0,1.0,1.0,1.0,8
411.0,7.8812897,2.13872477,0.0,1.0,1.0,1.0,8
411.0,16.8045792,1.77733737,0.0,1.0,1.0,1.0,8
411.0,29.7487446,2.11762882,0.0,1.0,1.0,1.0,8
411.0,66.6828355,1.7153495,0.0,1.0,1.0,1.0,8
411.0,211.844486,1.94537871,0.0,1.0,1.0,1.0,8
411.0,521.280579,2.09918709,0.0,1.0,1.0,1.0,8
411.0,696.047777,2.85398995,0.0,1.0,1.0,1.0,8
417.0,15.8084218,3.15174647,0.0,1.0,1.0,1.0,8
417.0,45.8017218,2.60730822,0.0,1.0,1.0,1.0,8
417.0,64.7440714,5.23248243,0.0,1.0,1.0,1.0,8
417.0,82.2506065,4.38591087,0.0,1.0,1.0,1.0,8
417.0,180.609201,7.3335474,0.0,1.0,1.0,1.0,8
417.0,551.880268,5.88009498,0.0,1.0,1.0,1.0,8
421.0,27.1050041,2.56577188,0.0,1.0,1.0,1.0,6
421.0,47.3648001,1.99491483,0.0,1.0,1.0,1.0,6
421.0,75.6132439,2.8800704,0.0,1.0,1.0,1.0,6
421.0,100.952061,2.45791329,0.0,1.0,1.0,1.0,6
421.0,195.589382,2.0734766,0.0,1.0,1.0,1.0,6
437.0,63.5454379,4.14100449,0.0,1.0,1.0,1.0,9
437.0,83.1003309,3.87375358,0.35680734000000003,1.0,1.0,1.0,9
437.0,148.529871,5.18035453,0.0,1.0,1.0,1.0,9
437.0,251.738557,9.36874877,0.0,1.0,1.0,1.0,9
437.0,344.569529,10.3095996,0.6115380125,1.0,1.0,1.0,9
437.0,556.906109,12.7056919,0.0,1.0,1.0,1.0,9
542.0,71.4559864,2.87426273,0.0,1.0,1.0,1.0,9
542.0,111.606462,1.56739015,0.0,1.0,1.0,1.0,9
542.0,289.93242,1.64325764,0.5567681125,1.0,1.0,1.0,9
542.0,446.514525,1.17551218,0.0,1.0,1.0,1.0,9
542.0,695.186874,0.986432404,0.0,1.0,1.0,1.0,9
581.0,7.23815127,0.675965922,0.0,1.0,1.0,1.0,10
581.0,13.2717633,0.627700182,0.0,1.0,1.0,1.0,10
581.0,34.0077606,0.87211427,0.0,1.0,1.0,1.0,10
581.0,164.287611,0.750804159,0.0,1.0,1.0,1.0,10
581.0,507.092796,0.530770128,0.0,1.0,1.0,1.0,10
605.0,3.12216654,1.14175033,0.0,1.0,1.0,1.0,8
605.0,4.49534095,1.21909002,0.0,1.0,1.0,1.0,8
605.0,10.7158053,1.13933091,0.0,1.0,1.0,1.0,8
605.0,41.8713114,1.72501649,0.0,1.0,1.0,1.0,8
605.0,102.04429,1.96523729,0.0,1.0,1.0,1.0,8
605.0,175.627755,1.88059649,0.0,1.0,1.0,1.0,8
605.0,621.152765,3.53029385,0.0,1.0,1.0,1.0,8
645.0,7.97629804,0.420579415,0.0,1.0,1.0,1.0,8
645.0,13.2606363,0.435440754,0.0,1.0,1.0,1.0,8
645.0,30.8188482,0.612939432,0.0,1.0,1.0,1.0,8
645.0,46.0426521,0.833422208,0.0,1.0,1.0,1.0,8
645.0,103.080402,1.54334671,0.0,1.0,1.0,1.0,8
645.0,142.831812,1.03244074,0.0,1.0,1.0,1.0,8
645.0,364.585852,1.19922705,0.0,1.0,1.0,1.0,8
782.0,21.7487573,1.41922161,0.0,1.0,1.0,1.0,5
782.0,34.3297961,1.58093212,0.0,1.0,1.0,1.0,5
782.0,100.81849,2.33229742,0.0,1.0,1.0,1.0,5
782.0,186.914515,4.64557081,0.0,1.0,1.0,1.0,5
850.0,27.2720691,1.92730495,0.0,1.0,1.0,1.0,7
850.0,51.7289959,1.62640982,0.0,1.0,1.0,1.0,7
850.0,275.791844,1.40219934,0.0,1.0,1.0,1.0,7
850.0,357.232978,1.8065977,0.0,1.0,1.0,1.0,7
850.0,536.316737,1.62545786,0.0,1.0,1.0,1.0,7
984.0,9.35457161,1.0569215,0.0,1.0,1.0,1.0,8
984.0,21.9142121,1.10712831,0.0,1.0,1.0,1.0,8
984.0,55.297849,0.774163041,0.0,1.0,1.0,1.0,8
984.0,85.955677,0.458652369,0.0,1.0,1.0,1.0,8
984.0,143.315769,0.510357305,0.0,1.0,1.0,1.0,8
984.0,245.688595,0.432454594,0.0,1.0,1.0,1.0,8
984.0,677.004146,0.669830209,0.0,1.0,1.0,1.0,8
1022.0,0.918707597,1.41706969,0.0,1.0,1.0,1.0,10
1022.0,1.66986863,1.56433823,0.0,1.0,1.0,1.0,10
1022.0,2.61307345,1.51551339,0.0,1.0,1.0,1.0,10
1022.0,5.20135382,1.72683726,0.0,1.0,1.0,1.0,10
1022.0,8.91740174,1.02479549,0.0,1.0,1.0,1.0,10
1022.0,15.7791535,1.18458283,0.0,1.0,1.0,1.0,10
1022.0,29.1947159,1.04369203,0.0,1.0,1.0,1.0,10
1022.0,65.2304657,1.55611768,0.0,1.0,1.0,1.0,10
1022.0,100.258244,1.26054986,0.0,1.0,1.0,1.0,10
1060.0,25.9646721,1.38704115,0.0,1.0,1.0,1.0,7
1060.0,35.5639592,2.33807106,0.0,1.0,1.0,1.0,7
1060.0,63.176132,2.31598287,0.0,1.0,1.0,1.0,7
1060.0,137.384704,2.73813418,0.0,1.0,1.0,1.0,7
1060.0,176.852923,1.95803525,0.0,1.0,1.0,1.0,7
1060.0,370.872153,2.43480507,0.0,1.0,1.0,1.0,7
1095.0,6.21307736,1.371526,0.0,1.0,1.0,1.0,8
1095.0,22.5224956,1.28724746,0.0,1.0,1.0,1.0,8
1095.0,31.5677446,1.26749613,0.0,1.0,1.0,1.0,8
1095.0,69.4322531,1.94833568,0.0,1.0,1.0,1.0,8
1095.0,139.773238,1.55370177,0.0,1.0,1.0,1.0,8
1095.0,217.221259,0.962109325,0.0,1.0,1.0,1.0,8
1095.0,697.90736,1.33907838,0.0,1.0,1.0,1.0,8
1096.0,7.58424309,1.40010012,0.0,1.0,1.0,1.0,7
1096.0,13.49402,2.33914911,0.0,1.0,1.0,1.0,7
1096.0,51.2330921,2.80574855,0.0,1.0,1.0,1.0,7
1096.0,85.7517792,3.62433378,0.0,1.0,1.0,1.0,7
1096.0,320.313877,4.22803827,0.0,1.0,1.0,1.0,7
1096.0,559.22958,4.21718103,0.0,1.0,1.0,1.0,7
1101.0,7.55459797,3.89327812,0.0,1.0,1.0,1.0,10
1101.0,13.4427445,5.38928887,0.0,1.0,1.0,1.0,10
1101.0,22.4106219,4.00902723,0.0,1.0,1.0,1.0,10
1101.0,36.5918059,4.73094756,0.0,1.0,1.0,1.0,10
1101.0,61.9404556,3.51685013,0.0,1.0,1.0,1.0,10
1101.0,86.5187731,2.96646293,0.07212859166666667,1.0,1.0,1.0,10
1101.0,255.375655,2.31783479,0.0,1.0,1.0,1.0,10
1101.0,390.052707,3.07155263,0.0,1.0,1.0,1.0,10
1101.0,705.282111,4.50727999,0.0,1.0,1.0,1.0,10
1107.0,1.59096925,0.418299693,0.0,1.0,1.0,1.0,10
1107.0,2.37387728,0.40098038,0.0,1.0,1.0,1.0,10
1107.0,4.53575279,0.341327854,0.0,1.0,1.0,1.0,10
1107.0,10.8368847,0.223913253,0.0,1.0,1.0,1.0,10
1107.0,16.5802375,0.133360614,0.0,1.0,1.0,1.0,10
1107.0,93.5558604,0.133895451,0.0,1.0,1.0,1.0,10
1107.0,312.927957,0.101072194,0.0,1.0,1.0,1.0,10
1107.0,639.572263,0.0829326462,0.0,1.0,1.0,1.0,10
1148.0,9.57800764,1.8202869,0.0,1.0,1.0,1.0,5
1148.0,27.8388784,1.64494852,0.0,1.0,1.0,1.0,5
1148.0,55.178602,1.71899771,0.0,1.0,1.0,1.0,5
1148.0,377.020865,3.34318525,0.0,1.0,1.0,1.0,5
1201.0,8.1105984,2.4577177,0.0,1.0,1.0,1.0,7
1201.0,20.5592771,3.63829154,0.0,1.0,1.0,1.0,7
1201.0,41.4549771,2.68922281,0.0,1.0,1.0,1.0,7
1201.0,68.2664985,2.95480806,0.0,1.0,1.0,1.0,7
1201.0,89.631259,2.70197457,0.0,1.0,1.0,1.0,7
1201.0,147.593066,1.93058009,0.0,1.0,1.0,1.0,7
1317.0,9.74244492,0.66187572,0.0,1.0,1.0,1.0,7
1317.0,21.2222924,0.758580789,0.0,1.0,1.0,1.0,7
1317.0,78.4976764,0.53783665,0.0,1.0,1.0,1.0,7
1317.0,262.393111,0.640515152,0.0,1.0,1.0,1.0,7
1317.0,348.032104,0.387312201,0.0,1.0,1.0,1.0,7
1317.0,689.438754,0.294855335,0.0,1.0,1.0,1.0,7
1334.0,11.6463122,2.92653047,0.0,1.0,1.0,1.0,7
1334.0,28.3581194,2.47176871,0.0,1.0,1.0,1.0,7
1334.0,44.569499,1.49981436,0.0,1.0,1.0,1.0,7
1334.0,114.205697,1.48398836,0.0,1.0,1.0,1.0,7
1334.0,383.344655,1.65559663,0.0,1.0,1.0,1.0,7
1334.0,520.09116,1.23853535,0.0,1.0,1.0,1.0,7
1343.0,1.37780685,0.515792709,0.0,1.0,1.0,1.0,10
1343.0,2.47740947,0.707417777,0.0,1.0,1.0,1.0,10
1343.0,5.43910218,0.72951949,0.0,1.0,1.0,1.0,10
1343.0,18.8657486,1.60432111,0.0,1.0,1.0,1.0,10
1343.0,46.2440225,1.51938857,0.0,1.0,1.0,1.0,10
1343.0,72.7794803,1.83878909,0.0,1.0,1.0,1.0,10
1343.0,127.698162,1.34866633,0.0,1.0,1.0,1.0,10
1343.0,179.799563,1.38131794,0.0,1.0,1.0,1.0,10
1343.0,438.063398,1.11652668,0.0,1.0,1.0,1.0,10
1355.0,30.6081098,2.49490339,0.0,1.0,1.0,1.0,10
1355.0,92.1607056,1.86322874,0.0,1.0,1.0,1.0,10
1355.0,159.73413,1.11338909,0.0,1.0,1.0,1.0,10
1386.0,9.57157544,1.2324713,0.0,1.0,1.0,1.0,7
1386.0,39.4173885,0.989000434,0.0,1.0,1.0,1.0,7
1386.0,65.7946601,1.26075706,0.0,1.0,1.0,1.0,7
1386.0,132.046129,1.14866864,0.0,1.0,1.0,1.0,7
1386.0,227.626809,1.20338424,0.0,1.0,1.0,1.0,7
1386.0,364.860666,1.13036927,0.0,1.0,1.0,1.0,7
1441.0,7.43678059,1.36857712,0.0,1.0,1.0,1.0,8
1441.0,13.1017498,2.88013119,0.0,1.0,1.0,1.0,8
1441.0,37.1996917,2.33619891,0.0,1.0,1.0,1.0,8
1441.0,69.150971,2.13384232,0.0,1.0,1.0,1.0,8
1441.0,138.967012,1.04632091,0.0,1.0,1.0,1.0,8
