target_id,star_id,planet_mass,planet_radius,clusterid,period,ecc,star_mass,star_radius,npl
491.0,35136.0,8.579934542369191e-06,0.03913376977743582,2.0,77.88226626592578,0.041090586474233,0.912,1.1244932,6
491.0,35136.0,1.678255849625326e-05,0.022411930267288875,1.0,187.60895582955484,0.050027290753756004,0.912,1.1244932,6
491.0,35136.0,1.992593883056407e-05,0.014731231924864707,1.0,298.86219085062646,0.0416854169033592,0.912,1.1244932,6
528.0,77377.0,1.5217643747129127e-05,0.01211041473491451,1.0,12.820969314790577,0.03074992181616747,0.859,0.78093207,6
528.0,77377.0,3.223847748145286e-05,0.013371674482037646,1.0,20.36766125707401,0.011881898606307024,0.859,0.78093207,6
528.0,77377.0,8.050892806249582e-06,0.008244925010475947,1.0,28.652350757490318,0.009921896450151567,0.859,0.78093207,6
528.0,77377.0,9.501921773683088e-06,0.015327816671689651,1.0,59.559659866214744,0.043058779352967674,0.859,0.78093207,6
528.0,77377.0,3.1394045573197586e-06,0.007323561405667183,1.0,146.0593211009304,0.016587131407849034,0.859,0.78093207,6
528.0,77377.0,4.645418824821259e-06,0.007497162536905677,1.0,249.9554180705155,0.08862601402227747,0.859,0.78093207,6
713.0,78959.0,1.4060718855430367e-05,0.022908802670148554,1.0,12.233680156339764,0.0409923460292858,0.927,1.119924,4
713.0,78959.0,1.855093237691006e-05,0.02032414256007035,1.0,18.663474702844866,0.028590062564055364,0.927,1.119924,4
713.0,78959.0,1.5260085435734733e-05,0.016272416428944954,1.0,26.612065657242997,0.008570895461592114,0.927,1.119924,4
713.0,78959.0,2.9062913573327676e-05,0.030180752840157796,1.0,90.55431705506116,0.06338174051789032,0.927,1.119924,4
720.0,36473.0,2.7345311915966403e-05,0.017613586392932506,1.0,3.7572340392599632,0.040401085568154985,0.997,1.0740129,5
720.0,36473.0,1.470516464566275e-05,0.012823876545478499,1.0,21.483305760073524,0.03039896389277997,0.997,1.0740129,5
720.0,36473.0,2.7560988019985617e-05,0.01934905628957416,1.0,31.788088107447344,0.030971386634045226,0.997,1.0740129,5
720.0,36473.0,9.93767097989948e-06,0.029698136483025078,1.0,50.649642442668345,0.03016860620532605,0.997,1.0740129,5
720.0,36473.0,3.57397592794633e-05,0.01832800787269524,1.0,115.49391788788746,0.015533551509685843,0.997,1.0740129,5
810.0,1472.0,1.7756360014755818e-05,0.008998469740945852,1.0,23.330944978390193,0.03131665689856256,0.813,0.8520124,5
810.0,1472.0,3.2182110517717414e-07,0.006043115469988528,1.0,50.364746375123666,0.04660299136533512,0.813,0.8520124,5
810.0,1472.0,3.606472224530174e-06,0.008388126372613674,1.0,121.51041438076574,0.029340174523160442,0.813,0.8520124,5
810.0,1472.0,3.038865390513867e-07,0.005771539221039746,1.0,198.22996350010865,0.035197131018689126,0.813,0.8520124,5
810.0,1472.0,3.6889000583319683e-06,0.005900857320253978,1.0,298.5065592581999,0.03196441022001155,0.813,0.8520124,5
813.0,50430.0,2.4792432048301408e-05,0.029166333846811724,1.0,16.662073056822077,0.02764594675016701,1.125,1.3907495,3
813.0,50430.0,1.3498762094563801e-05,0.046932434717565585,1.0,25.99677991356827,0.050167803095726056,1.125,1.3907495,3
813.0,50430.0,2.8355120019688404e-05,0.03988182743965081,1.0,46.00965537621055,0.032798358420888976,1.125,1.3907495,3
832.0,21438.0,5.610918441635472e-06,0.008355883688273913,1.0,61.39326472083567,0.0052526464046613605,0.941,1.3781346,3
832.0,21438.0,8.029372838497508e-06,0.01103240361471113,1.0,115.21780317572536,0.02124480797138506,0.941,1.3781346,3
832.0,21438.0,4.889932796484018e-06,0.010305095499940181,1.0,286.87101311947873,0.03519570145144523,0.941,1.3781346,3
853.0,78273.0,1.093327757304259e-05,0.03066671832764216,1.0,5.20252664686199,0.02461475705366857,0.992,1.2015337,4
853.0,78273.0,5.28864793681102e-06,0.014176962681376297,1.0,9.043443234864887,0.02625854280900212,0.992,1.2015337,4
853.0,78273.0,9.845314760789425e-06,0.02993222772965406,1.0,15.55422130692983,0.02765091102643782,0.992,1.2015337,4
853.0,78273.0,1.0183669891100328e-05,0.010497281041908972,1.0,82.34833617029783,0.030592224939880147,0.992,1.2015337,4
947.0,26317.0,2.953573893017514e-05,0.01373143803584816,1.0,3.413843719951651,0.007325765495467633,0.886,0.91629684,11
947.0,26317.0,5.358902842915868e-06,0.011325317614999855,1.0,4.9818091206959165,0.024490107277523654,0.886,0.91629684,11
947.0,26317.0,1.0264390069212342e-06,0.01391849215502386,1.0,8.546093305615138,0.037307743535016334,0.886,0.91629684,11
947.0,26317.0,4.392076697781903e-06,0.008586740703322814,1.0,15.895409094998936,0.009544733633389372,0.886,0.91629684,11
947.0,26317.0,9.829864519092248e-06,0.016532199075416518,2.0,22.84370250570468,0.01768020125888697,0.886,0.91629684,11
947.0,26317.0,4.496398911224842e-06,0.012940316205738552,1.0,43.014146855090985,0.04246529089517332,0.886,0.91629684,11
947.0,26317.0,5.8449853920994945e-06,0.010508507722413506,1.0,58.09085298377521,0.026046803054991366,0.886,0.91629684,11
947.0,26317.0,6.722985778861241e-06,0.014018126931113812,2.0,80.3055300026321,0.0038698694183742313,0.886,0.91629684,11
947.0,26317.0,2.595657097506599e-06,0.0074080682854988774,1.0,121.00407458179829,0.029761563702091466,0.886,0.91629684,11
947.0,26317.0,9.621408327241888e-06,0.013434376045449241,1.0,195.64844874894092,0.030957847998909997,0.886,0.91629684,11
947.0,26317.0,5.847548447089923e-06,0.007830454678891131,1.0,292.25968978100116,0.008127613639872407,0.886,0.91629684,11
982.0,38315.0,2.5682283350595284e-06,0.009814468223486776,2.0,7.071927297481124,0.007016133342024838,1.026,1.413411,6
982.0,38315.0,9.277085518201115e-06,0.012176937332828987,2.0,16.259939201232253,0.0380640595127961,1.026,1.413411,6
982.0,38315.0,2.8992834102689127e-06,0.006439155716660827,1.0,40.085902227275305,0.008490247815749448,1.026,1.413411,6
982.0,38315.0,1.7327490188082872e-06,0.007397814025661854,1.0,97.70893519486732,0.011064521753199793,1.026,1.413411,6
982.0,38315.0,7.239206953759955e-06,0.010542299463350084,1.0,186.93014849935528,0.004190436634146224,1.026,1.413411,6
982.0,38315.0,6.443560713831397e-06,0.005525682412340154,1.0,282.9972805979177,0.040927125644671644,1.026,1.413411,6
1037.0,59938.0,0.0001530595639775229,0.03776841556987792,2.0,4.049975087218182,0.009776416729287675,0.751,0.73502976,7
1037.0,59938.0,3.0219516092920248e-05,0.043260718623373065,2.0,12.088485911286512,0.0023339083188691255,0.751,0.73502976,7
1037.0,59938.0,3.743287802281297e-05,0.03051068938882657,2.0,26.036158517262287,0.03848102948889518,0.751,0.73502976,7
1037.0,59938.0,4.859851563779647e-06,0.006420822775657817,1.0,39.34540435994955,0.009567565292010352,0.751,0.73502976,7
1037.0,59938.0,8.34043711946365e-06,0.006089014942571917,1.0,54.39516757740473,0.03702657379270081,0.751,0.73502976,7
1037.0,59938.0,3.6020314011350164e-07,0.004900474254608028,1.0,108.62868807126743,0.014763825406787653,0.751,0.73502976,7
1037.0,59938.0,4.224472225085602e-07,0.005181907577403534,1.0,196.46079244737066,0.011586068669457888,0.751,0.73502976,7
1073.0,25183.0,7.458902650925242e-06,0.006253094168072124,1.0,5.272082907235291,0.01787130383523972,1.0,1.0110272,7
1073.0,25183.0,4.5655069609652055e-06,0.007099724963831456,1.0,7.539317756603378,0.0339057713850353,1.0,1.0110272,7
1073.0,25183.0,5.087511340983856e-06,0.007945663398899495,1.0,16.163916237018654,0.007065483691665121,1.0,1.0110272,7
1073.0,25183.0,1.1896939784721507e-05,0.011551981660392792,1.0,26.760759994083415,0.0673566314601777,1.0,1.0110272,7
1073.0,25183.0,2.9181713357341206e-05,0.036418953699348694,2.0,50.52109526577786,0.038650169326577666,1.0,1.0110272,7
1073.0,25183.0,4.342376890750734e-05,0.02208934073104555,2.0,87.62658349416732,0.034457072405897876,1.0,1.0110272,7
1073.0,25183.0,2.189846936542509e-05,0.021509067994993795,2.0,174.67840998515865,0.03856125268849302,1.0,1.0110272,7
