# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: -0.10536051565782628
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 1.3506671834767394
# max_planets_in_clusters: 10
# power_law_P: 0.4
# min_period: 3.0
# max_period: 300.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.42
# sigma_incl: 48.0
# sigma_incl_near_mmr: 1.4
# sigma_hk: 0.02
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.31
# sigma_logperiod_per_pl_in_cluster: 0.21
#
target_id,star_id,period,depth,duration,star_mass,star_radius
61.0,73760.0,3.5535720857095017,0.0008326910252532912,0.07820404338372203,0.944,1.7642115
234.0,45788.0,30.12245213010523,0.00045054016378494685,0.2236354433001414,0.916,0.90913475
273.0,47395.0,10.671989118488316,0.00018396491629709213,0.16595868363605246,0.831,1.061231
491.0,35136.0,11.70884044749558,0.0014688487194587814,0.19399393788140437,0.912,1.1244932
528.0,77377.0,12.812705346078081,0.0002813438404571522,0.1348243482095207,0.859,0.78093207
720.0,36473.0,31.62544880400122,0.0003742561354204834,0.09276628330474551,0.997,1.0740129
813.0,50430.0,26.00970458364137,0.0012554667807497262,0.17796732117951988,1.125,1.3907495
1037.0,59938.0,26.035844403382253,0.0020260356749404007,0.0792163231974707,0.751,0.73502976
1073.0,25183.0,26.808038933282248,0.0001425433670765474,0.21721621287243056,1.0,1.0110272
1178.0,16679.0,4.183092150843068,0.0004885837045244001,0.13445155976995932,0.904,1.0515348
1221.0,41775.0,3.0960151580063324,0.0001760428453613242,0.06571828550516992,0.846,0.8094911
1253.0,40042.0,6.392372304144932,0.001523521771566612,0.07256717655305032,1.072,1.7193383
1280.0,37671.0,13.40986762486169,0.00030818582703702555,0.13197758514320068,0.775,0.68703336
1287.0,70308.0,10.023630106241383,0.0003710435920262007,0.12050678009403315,1.581,1.587674
1382.0,16854.0,11.482771292425568,0.00032071000672280003,0.18472661793290365,0.915,1.3970894
1422.0,16957.0,24.69308906604302,0.001786126178137564,0.14998713511910705,0.936,0.6317106
