# num_targets_sim_pass_one: 79935
# max_incl_sys: 0.0
# log_rate_clusters: -0.10536051565782628
# max_clusters_in_sys: 10
# log_rate_planets_per_cluster: 1.3506671834767394
# max_planets_in_clusters: 10
# power_law_P: 0.4
# min_period: 3.0
# max_period: 300.0
# min_radius (R_earth): 0.5
# max_radius (R_earth): 10.0
# f_high_incl: 0.42
# sigma_incl: 48.0
# sigma_incl_near_mmr: 1.4
# sigma_hk: 0.02
# num_mutual_hill_radii: 8.0
# mr_model: Ning2018_table
# sigma_log_radius_in_cluster: 0.31
# sigma_logperiod_per_pl_in_cluster: 0.21
#
target_id,star_id,star_mass,star_radius,num_obs_planets
36189.0,27680.0,0.776,0.9306849,1.0
36336.0,77852.0,0.643,0.6840419,1.0
36355.0,70922.0,0.812,0.9542286,1.0
36455.0,24210.0,0.948,1.0699292,1.0
36475.0,15877.0,0.74,0.6784485,1.0
36547.0,1768.0,0.997,0.94684017,1.0
36575.0,25000.0,1.205,1.137935,1.0
36651.0,2198.0,0.743,0.6114978,1.0
36666.0,68628.0,1.047,1.0000391,1.0
36705.0,55456.0,1.074,1.0621485,1.0
36737.0,61903.0,0.663,1.2047548,1.0
36790.0,61974.0,0.718,0.9818039,1.0
36793.0,19698.0,0.937,0.9516885,1.0
36805.0,48019.0,1.157,1.2215388,1.0
36881.0,59552.0,1.141,1.2936257,1.0
36905.0,29186.0,1.253,1.0509232,1.0
36920.0,36106.0,0.956,0.9274431,1.0
36934.0,17386.0,0.769,0.58655787,1.0
37018.0,22114.0,0.622,0.6294315,1.0
37035.0,9910.0,1.067,1.2106992,1.0
37059.0,32855.0,1.072,1.1997288,1.0
37114.0,35899.0,0.921,1.2131993,1.0
37177.0,8415.0,0.98,1.2079703,1.0
37275.0,35627.0,1.169,1.4285401,1.0
37446.0,18387.0,1.053,1.3643531,1.0
37448.0,24237.0,0.898,1.0780722,1.0
37526.0,40006.0,1.126,1.0696576,1.0
37648.0,12530.0,0.945,0.9015548,1.0
37659.0,37231.0,0.784,1.0304034,1.0
37682.0,63475.0,1.112,1.3158648,1.0
37684.0,36161.0,1.104,1.4983308,1.0
37693.0,28892.0,0.708,0.87826186,1.0
37801.0,71375.0,0.743,0.65427005,1.0
37818.0,10417.0,0.936,0.8870012,1.0
38213.0,55314.0,1.013,1.1719661,1.0
38252.0,9441.0,1.043,1.1191206,1.0
38272.0,17549.0,0.862,0.86549187,1.0
38292.0,47683.0,0.805,0.92445815,1.0
38294.0,70120.0,0.903,0.9007453,1.0
38368.0,35345.0,0.887,0.85904723,1.0
38503.0,50781.0,0.926,0.917357,1.0
38531.0,16614.0,0.884,0.9137484,1.0
38547.0,8188.0,1.021,1.0418781,1.0
38613.0,25989.0,1.071,1.5248679,1.0
38624.0,11418.0,0.935,0.89357597,1.0
38694.0,27803.0,1.542,1.40805,1.0
38741.0,36710.0,1.247,1.5345299,1.0
38848.0,57861.0,1.026,1.2977282,1.0
38864.0,77428.0,1.093,1.5055151,1.0
39097.0,17764.0,1.01,1.1337904,1.0
39113.0,36526.0,1.08,1.2821077,1.0
39120.0,2581.0,0.802,0.5900444,1.0
39180.0,37936.0,1.162,1.2200378,1.0
39218.0,52079.0,1.067,1.2548583,1.0
39250.0,12290.0,0.78,0.9299675,1.0
39256.0,49690.0,0.905,0.8975102,1.0
39319.0,44848.0,0.978,1.3211138,1.0
39390.0,28709.0,1.214,1.346903,1.0
39542.0,68054.0,1.011,1.1987165,1.0
39551.0,43447.0,1.032,1.3991318,1.0
39615.0,76876.0,0.903,0.87397116,1.0
39653.0,1605.0,1.043,0.9292361,1.0
39684.0,37223.0,0.945,0.9047557,1.0
39758.0,55228.0,0.912,0.8544489,1.0
39850.0,68974.0,0.988,0.9517769,1.0
39853.0,22204.0,0.863,0.9949022,1.0
39906.0,24825.0,0.675,1.0265325,1.0
40016.0,59486.0,0.984,1.2339313,1.0
40069.0,70237.0,0.893,0.89811665,1.0
40270.0,25952.0,1.215,1.6421857,1.0
40299.0,53964.0,0.822,0.8257863,1.0
40440.0,31380.0,0.797,0.7463157,1.0
40491.0,44763.0,0.917,0.9101792,1.0
40534.0,50301.0,0.967,1.0557237,1.0
40542.0,17492.0,0.548,0.7137834,1.0
40690.0,48315.0,1.191,1.5606158,1.0
40877.0,74288.0,0.96,0.9791059,1.0
40974.0,58076.0,0.862,0.8389414,1.0
41037.0,74391.0,1.02,0.9725273,1.0
41252.0,44932.0,0.891,0.9040564,1.0
41306.0,75372.0,0.593,0.5887953,1.0
41340.0,2098.0,0.811,0.69052106,1.0
41351.0,28477.0,0.94,1.183731,1.0
41419.0,34873.0,0.736,0.99047494,1.0
41472.0,40144.0,0.979,1.0463297,1.0
41563.0,67563.0,1.056,1.448106,1.0
41575.0,22738.0,1.1,1.2770213,1.0
41620.0,14442.0,0.934,0.6856019,1.0
41761.0,42448.0,0.803,0.9311255,1.0
41773.0,28357.0,0.899,0.89387363,1.0
41799.0,38428.0,1.105,1.6436281,1.0
41833.0,7338.0,1.194,1.203102,1.0
42033.0,40952.0,0.946,0.7130731,1.0
42066.0,23857.0,0.84,0.6887499,1.0
42129.0,32400.0,1.01,1.2695097,1.0
42164.0,40772.0,1.036,1.0303022,1.0
42348.0,76354.0,1.014,1.2353271,1.0
42408.0,28882.0,1.001,0.9209388,1.0
42416.0,65580.0,0.884,0.8750346,1.0
42465.0,69515.0,1.335,1.42522,1.0
42537.0,55280.0,1.058,1.0230734,1.0
42669.0,20585.0,0.82,0.92702913,1.0
42831.0,22431.0,0.762,0.67822737,1.0
42914.0,51097.0,0.88,1.4305624,1.0
42929.0,10893.0,1.175,1.5905061,1.0
43116.0,46863.0,1.047,1.4814196,1.0
43250.0,71794.0,1.33,1.0806739,1.0
43331.0,37471.0,0.989,1.1537805,1.0
43432.0,26449.0,1.091,1.1267246,1.0
43464.0,42184.0,1.188,1.1157428,1.0
43465.0,26317.0,0.886,0.91629684,1.0
43488.0,56176.0,0.786,0.9721002,1.0
43732.0,47834.0,1.107,2.0792575,1.0
43803.0,61749.0,1.004,1.4929436,1.0
44063.0,46648.0,0.966,1.2309643,1.0
44105.0,18953.0,1.24,1.3055931,1.0
44125.0,35407.0,0.788,0.79926115,1.0
44198.0,25313.0,0.915,0.87888217,1.0
44210.0,9161.0,1.07,1.2913878,1.0
44318.0,11921.0,0.839,0.85891366,1.0
44359.0,50593.0,1.11,1.1279309,1.0
44444.0,52779.0,0.748,0.61356884,1.0
44455.0,25203.0,0.992,1.115176,1.0
44500.0,24508.0,1.039,1.1720206,1.0
44599.0,365.0,0.792,0.9261217,1.0
44687.0,30246.0,1.384,1.7515229,1.0
44705.0,3089.0,1.028,1.0698664,1.0
44761.0,59543.0,0.948,1.1870006,1.0
44790.0,33463.0,0.86,1.0935571,1.0
44841.0,67370.0,1.018,0.949903,1.0
44853.0,14091.0,1.004,1.022905,1.0
44865.0,23438.0,1.076,1.346665,1.0
44884.0,68272.0,1.068,1.1233732,1.0
44969.0,20775.0,1.732,1.2349051,1.0
45020.0,64832.0,0.547,0.6513849,1.0
45118.0,77270.0,0.928,0.9457213,1.0
45190.0,58499.0,0.802,0.86080897,1.0
45201.0,11846.0,0.878,0.78888917,1.0
45276.0,21018.0,1.323,0.929311,1.0
45277.0,75788.0,0.887,1.2754235,1.0
45595.0,9720.0,0.923,0.93394554,1.0
45605.0,19771.0,1.097,1.1212158,1.0
45623.0,37854.0,1.272,1.511564,1.0
45646.0,28258.0,0.886,0.9498212,1.0
45787.0,8660.0,0.952,0.901576,1.0
45803.0,70420.0,0.9,0.87515426,1.0
45871.0,42072.0,1.042,1.1508739,1.0
45897.0,23828.0,1.099,1.2040843,1.0
45904.0,70138.0,1.057,0.93348753,1.0
45912.0,6156.0,1.067,1.4172701,1.0
46001.0,69379.0,0.984,1.1549491,1.0
46103.0,59596.0,0.878,0.8586459,1.0
46217.0,22943.0,0.958,1.1850195,1.0
46331.0,46055.0,0.982,1.0720878,1.0
46366.0,68988.0,1.086,1.4725655,1.0
46407.0,56557.0,1.003,0.99188673,1.0
46496.0,60304.0,1.089,1.6702776,1.0
46523.0,38811.0,0.985,0.8721194,1.0
46659.0,59812.0,1.038,0.9182134,1.0
46722.0,31747.0,0.928,1.0237472,1.0
46737.0,61093.0,1.124,1.1459755,1.0
46743.0,51833.0,0.807,0.8835452,1.0
46744.0,37593.0,0.892,0.68098867,1.0
46777.0,6106.0,0.997,0.89342004,1.0
46892.0,24292.0,1.012,1.2540004,1.0
46959.0,10149.0,0.796,0.86626714,1.0
46976.0,14294.0,1.224,1.4558393,1.0
47029.0,42528.0,1.09,1.3930054,1.0
47119.0,56042.0,0.579,0.6548983,1.0
47189.0,8598.0,0.978,1.2612962,1.0
47258.0,2366.0,1.074,0.94554496,1.0
47269.0,2241.0,0.606,0.8072451,1.0
47329.0,11113.0,1.0,0.72519296,1.0
47434.0,42402.0,1.104,1.0272039,1.0
47458.0,29597.0,1.805,1.4410161,1.0
47674.0,73846.0,0.616,0.65885574,1.0
47806.0,70376.0,0.888,0.9231965,1.0
47883.0,57122.0,0.946,1.1879303,1.0
47906.0,23404.0,1.038,1.352354,1.0
47964.0,62312.0,0.64,0.6382114,1.0
48007.0,10785.0,0.903,1.0563953,1.0
48108.0,36618.0,0.92,0.8416755,1.0
48198.0,75008.0,1.026,1.1754167,1.0
48215.0,29850.0,0.985,1.3505728,1.0
48243.0,51847.0,1.008,1.2267904,1.0
48249.0,16969.0,0.909,1.3730496,1.0
48262.0,18388.0,1.018,0.88973385,1.0
48296.0,51368.0,1.098,1.346792,1.0
48346.0,56849.0,1.503,1.3855746,1.0
48413.0,78753.0,1.033,1.3328884,1.0
48420.0,36762.0,1.016,0.8294814,1.0
48432.0,208.0,1.207,1.2130494,1.0
48580.0,72894.0,0.906,1.3023281,1.0
48647.0,60735.0,0.674,0.6089185,1.0
48650.0,18572.0,1.092,0.9946978,1.0
48654.0,46291.0,0.836,0.92071474,1.0
48719.0,56924.0,0.996,1.0743723,1.0
48765.0,66806.0,0.888,1.3952273,1.0
48890.0,23680.0,0.855,1.155788,1.0
48948.0,42707.0,0.727,0.78226244,1.0
48952.0,53120.0,0.878,0.95165306,1.0
49041.0,1043.0,1.298,1.1433886,1.0
49125.0,25762.0,0.982,1.0567176,1.0
49149.0,61144.0,1.04,1.1400872,1.0
49159.0,60915.0,1.07,1.0554556,1.0
49161.0,74039.0,0.999,0.88068706,1.0
49190.0,78080.0,0.734,0.5477525,1.0
49286.0,15026.0,1.356,1.3093624,1.0
49342.0,48306.0,0.968,1.0099725,1.0
49442.0,19533.0,0.98,1.589709,1.0
49476.0,75142.0,0.841,0.99321395,1.0
49496.0,59934.0,1.017,1.2606372,1.0
49498.0,35983.0,0.965,1.280551,1.0
49549.0,3320.0,0.847,0.95747,1.0
49569.0,6996.0,1.008,0.8536564,1.0
49714.0,39471.0,1.239,1.6921191,1.0
49752.0,49414.0,1.028,0.9683094,1.0
49765.0,34014.0,1.058,1.2617086,1.0
49803.0,48243.0,0.789,0.67563885,1.0
49891.0,48938.0,1.14,1.100849,1.0
49925.0,76074.0,1.013,1.6519394,1.0
49926.0,35600.0,0.731,0.67135906,1.0
49935.0,68306.0,0.93,0.8754698,1.0
49965.0,69744.0,1.067,0.9434255,1.0
50017.0,34265.0,0.955,0.87381256,1.0
50022.0,44041.0,0.835,0.88481253,1.0
50028.0,31153.0,1.17,1.6978704,1.0
50030.0,25070.0,0.99,1.0600828,1.0
50202.0,58999.0,0.993,1.1050141,1.0
50489.0,37347.0,1.058,1.3422658,1.0
50493.0,32757.0,0.593,0.8265113,1.0
50582.0,2611.0,0.824,0.63729006,1.0
50674.0,9266.0,0.973,0.95749676,1.0
50711.0,33527.0,1.057,1.105612,1.0
50967.0,8034.0,0.858,0.76200837,1.0
51053.0,1080.0,1.173,1.1320095,1.0
51074.0,31789.0,1.038,1.2735819,1.0
51132.0,23591.0,1.541,1.8384072,1.0
51135.0,44379.0,0.916,1.214213,1.0
51164.0,24337.0,0.948,1.2218758,1.0
51284.0,60854.0,0.959,1.3509896,1.0
51287.0,22958.0,0.907,1.1041058,1.0
51299.0,57128.0,0.944,0.9785024,1.0
51323.0,50761.0,1.077,1.0189633,1.0
51332.0,65946.0,0.946,1.031639,1.0
51498.0,59584.0,1.029,1.2138532,1.0
51586.0,3615.0,1.32,1.4942896,1.0
51800.0,1168.0,1.118,1.5075052,1.0
51852.0,62818.0,0.925,1.025733,1.0
51873.0,52219.0,0.837,0.9522107,1.0
51908.0,59561.0,1.026,1.3744478,1.0
51933.0,55118.0,0.98,1.03493,1.0
51939.0,46748.0,0.947,1.4616302,1.0
52092.0,13788.0,1.176,1.738992,1.0
52188.0,61224.0,0.931,1.0834317,1.0
52216.0,60212.0,1.31,1.1736723,1.0
52222.0,53368.0,0.853,0.78894216,1.0
52242.0,34401.0,0.829,0.7707614,1.0
52276.0,59909.0,1.164,1.0636904,1.0
52427.0,47139.0,0.825,0.8777242,1.0
52558.0,11402.0,0.882,1.0175887,1.0
52606.0,57840.0,1.14,1.1499285,1.0
52714.0,45385.0,1.084,1.4961928,1.0
52742.0,52966.0,1.048,1.4240425,1.0
52745.0,7271.0,0.999,0.91893876,1.0
52759.0,44993.0,1.124,1.0835413,1.0
52878.0,36467.0,1.114,1.2043134,1.0
52879.0,33517.0,0.874,1.285215,1.0
52945.0,43980.0,0.702,0.94159925,1.0
52952.0,57742.0,0.953,0.99416786,1.0
52974.0,402.0,0.745,0.6957463,1.0
53088.0,49413.0,0.888,0.8761205,1.0
53099.0,813.0,1.005,0.9893887,1.0
53117.0,39597.0,0.88,1.130426,1.0
53245.0,36216.0,0.893,0.86814827,1.0
53296.0,6247.0,0.775,1.1831517,1.0
53411.0,38082.0,0.832,0.83773696,1.0
53451.0,39280.0,0.687,0.61747897,1.0
53456.0,79708.0,1.028,1.2064515,1.0
53529.0,79865.0,0.711,0.76091844,1.0
53567.0,49105.0,0.78,0.8427072,1.0
53571.0,40383.0,1.065,1.1567597,1.0
53583.0,23008.0,1.031,1.3629341,1.0
53780.0,64633.0,0.521,0.63628477,1.0
53837.0,42910.0,1.048,1.5053031,1.0
53878.0,63398.0,0.888,0.966821,1.0
53888.0,5832.0,0.946,1.2703487,1.0
54119.0,43181.0,1.166,1.4932227,1.0
54286.0,36506.0,0.949,1.0024132,1.0
54321.0,50890.0,1.288,1.5430344,1.0
54326.0,12496.0,1.02,1.3083882,1.0
54386.0,65778.0,1.097,1.3027962,1.0
54416.0,47907.0,1.637,1.655341,1.0
54433.0,69001.0,1.022,0.8331476,1.0
54487.0,6020.0,1.133,1.3573612,1.0
54689.0,17037.0,0.877,1.0758696,1.0
54707.0,27297.0,0.984,0.88466585,1.0
54734.0,59340.0,0.971,0.77591485,1.0
54778.0,38846.0,1.0,1.4116572,1.0
54884.0,46101.0,0.751,0.65930074,1.0
54893.0,33064.0,0.742,0.72694975,1.0
54937.0,48572.0,1.057,1.2105443,1.0
54953.0,46891.0,0.906,1.1516861,1.0
54954.0,23103.0,0.71,1.1847746,1.0
54968.0,61338.0,0.862,1.2388427,1.0
55014.0,43861.0,0.804,0.8017927,1.0
55018.0,31127.0,0.952,0.87748295,1.0
55065.0,22362.0,0.715,0.6617322,1.0
55071.0,65616.0,0.986,1.406133,1.0
55135.0,69958.0,0.736,0.96965635,1.0
55195.0,45360.0,0.755,0.70755637,1.0
55321.0,48974.0,0.669,0.6868099,1.0
55408.0,9314.0,0.729,1.2049748,1.0
55412.0,60180.0,1.141,1.2326342,1.0
55422.0,76400.0,0.884,0.8535017,1.0
55716.0,70779.0,1.021,1.0180211,1.0
55721.0,54693.0,1.069,1.146298,1.0
55766.0,36247.0,0.743,0.852548,1.0
55796.0,26408.0,0.802,0.67628074,1.0
55949.0,17801.0,0.975,1.0619992,1.0
55966.0,48171.0,1.033,1.4606832,1.0
55988.0,25088.0,0.965,1.2288957,1.0
56034.0,18201.0,0.967,0.83493316,1.0
56091.0,55294.0,1.076,0.9312375,1.0
56149.0,59131.0,1.187,1.2139573,1.0
56173.0,50864.0,1.003,1.2345984,1.0
56213.0,37020.0,0.919,1.005426,1.0
56230.0,16188.0,1.128,1.1308235,1.0
56280.0,15149.0,0.989,1.1412371,1.0
56298.0,27464.0,1.029,1.0839399,1.0
56322.0,34121.0,1.133,1.0486946,1.0
56341.0,71561.0,0.861,0.8884015,1.0
56405.0,7140.0,0.872,0.86789584,1.0
56406.0,30169.0,0.907,1.0486084,1.0
56508.0,19928.0,1.063,1.0057372,1.0
56532.0,35416.0,1.006,1.0341691,1.0
56534.0,20248.0,0.984,0.9982121,1.0
56595.0,31459.0,0.544,0.65356183,1.0
56606.0,41435.0,0.965,1.1657796,1.0
56611.0,77654.0,1.107,1.0325598,1.0
56718.0,64485.0,1.095,1.3344371,1.0
56908.0,59903.0,1.054,1.337804,1.0
57109.0,1380.0,1.094,1.0697978,1.0
57120.0,21031.0,1.076,1.1546671,1.0
57256.0,8460.0,0.95,1.3366163,1.0
57273.0,34416.0,1.45,1.3961829,1.0
57305.0,47816.0,1.15,1.5703297,1.0
57312.0,12280.0,0.835,1.020995,1.0
57570.0,37858.0,0.921,1.4366102,1.0
57582.0,64903.0,0.716,0.90703636,1.0
57765.0,10851.0,0.825,0.78104395,1.0
57790.0,36956.0,0.816,1.1592901,1.0
57832.0,1369.0,1.01,1.0036126,1.0
57912.0,21796.0,0.692,0.74937004,1.0
57913.0,16383.0,1.344,1.4956542,1.0
58076.0,10360.0,1.047,1.0610169,1.0
58195.0,52432.0,0.939,1.0249034,1.0
58251.0,32741.0,0.865,0.9304455,1.0
58257.0,42573.0,0.698,0.76383835,1.0
58353.0,3829.0,0.915,1.1135179,1.0
58368.0,72597.0,0.917,1.358291,1.0
58459.0,73137.0,0.851,0.9633898,1.0
58483.0,58334.0,0.831,0.80822235,1.0
58647.0,38646.0,1.008,1.103368,1.0
58780.0,54944.0,0.697,0.84253204,1.0
58781.0,63071.0,1.145,1.4926789,1.0
58811.0,18776.0,0.982,0.7925093,1.0
58859.0,45857.0,1.068,1.2078674,1.0
58916.0,63055.0,0.89,0.9799092,1.0
59046.0,50118.0,0.955,1.0516877,1.0
59073.0,1444.0,1.086,0.9832892,1.0
59096.0,55403.0,0.96,1.0533978,1.0
59139.0,52697.0,1.072,1.247362,1.0
59158.0,17551.0,0.815,0.6859392,1.0
59198.0,19986.0,0.906,0.8151611,1.0
59265.0,63067.0,0.755,0.5945661,1.0
59285.0,40407.0,0.936,0.8614125,1.0
59309.0,8991.0,0.952,0.93618166,1.0
59337.0,20793.0,1.2,1.1434132,1.0
59356.0,1472.0,0.813,0.8520124,1.0
59399.0,77145.0,1.111,1.1260207,1.0
59526.0,45751.0,1.365,1.5068662,1.0
59647.0,64646.0,0.9,0.92617244,1.0
59677.0,79213.0,0.895,1.0738916,1.0
59708.0,71463.0,0.993,1.3540751,1.0
59732.0,26312.0,1.057,1.0509764,1.0
59763.0,10780.0,1.128,1.3224105,1.0
59861.0,38311.0,0.921,1.4221017,1.0
60067.0,73086.0,0.954,1.165011,1.0
60124.0,76610.0,1.241,1.3564249,1.0
60169.0,67370.0,1.018,0.949903,1.0
60243.0,49281.0,1.008,1.2217642,1.0
60253.0,57195.0,1.023,1.4474381,1.0
60321.0,78589.0,1.0,0.9941845,1.0
60362.0,10364.0,1.104,1.2218426,1.0
60418.0,17914.0,1.104,1.049658,1.0
60458.0,18062.0,0.924,0.89973426,1.0
60530.0,71606.0,0.708,0.7731605,1.0
60551.0,29018.0,0.727,0.7006957,1.0
60868.0,69552.0,0.98,1.3465226,1.0
60887.0,51710.0,0.911,1.1861883,1.0
60959.0,69163.0,1.005,1.5911098,1.0
61064.0,45191.0,0.884,0.7489551,1.0
61178.0,45709.0,0.824,1.2258624,1.0
61338.0,61139.0,1.14,0.72086453,1.0
61390.0,24420.0,0.781,0.7894769,1.0
61421.0,73485.0,1.01,1.2408328,1.0
61535.0,77068.0,0.968,0.8917924,1.0
61536.0,61076.0,1.111,1.2762748,1.0
61584.0,74904.0,0.882,0.8691306,1.0
61690.0,23769.0,1.072,1.25772,1.0
61841.0,8256.0,0.917,0.9696531,1.0
61889.0,55903.0,1.051,0.9501587,1.0
61930.0,63923.0,0.832,1.1564566,1.0
61969.0,60767.0,0.954,1.1611509,1.0
62024.0,35279.0,0.943,1.1277678,1.0
62202.0,36872.0,0.972,1.0383441,1.0
62233.0,3706.0,0.93,1.0805022,1.0
62242.0,3705.0,0.904,0.98919225,1.0
62467.0,71851.0,0.848,0.8869312,1.0
62470.0,23348.0,0.989,1.2844328,1.0
62522.0,43292.0,0.759,1.0343442,1.0
62636.0,51844.0,0.994,1.134932,1.0
62667.0,72559.0,0.998,1.1792256,1.0
63022.0,50445.0,1.008,1.1961769,1.0
63059.0,69597.0,1.02,1.393252,1.0
63101.0,23386.0,0.738,0.8063018,1.0
63112.0,68084.0,1.066,0.8636824,1.0
63308.0,45259.0,0.896,1.0963881,1.0
63322.0,56380.0,0.667,0.9246167,1.0
63333.0,42946.0,0.812,0.9717074,1.0
63376.0,14823.0,1.02,1.4061251,1.0
63401.0,26404.0,0.639,0.68719494,1.0
63670.0,78666.0,0.988,1.0225481,1.0
63673.0,30187.0,0.806,0.8948693,1.0
63701.0,16958.0,0.866,0.801264,1.0
63702.0,28384.0,0.961,1.3011409,1.0
63765.0,50259.0,1.049,1.3020858,1.0
63870.0,61928.0,0.768,0.6856518,1.0
63932.0,21876.0,0.782,0.9672032,1.0
63940.0,70938.0,1.143,1.4324849,1.0
63991.0,79146.0,0.958,1.369387,1.0
64191.0,62864.0,0.857,0.96940887,1.0
64270.0,42846.0,1.009,0.86160135,1.0
64321.0,68471.0,0.938,0.89883757,1.0
64335.0,66162.0,0.977,0.8937672,1.0
64407.0,5576.0,1.2,1.6493729,1.0
64435.0,32512.0,0.772,0.62574375,1.0
64540.0,74178.0,1.033,1.0775769,1.0
64560.0,30321.0,0.851,1.3349346,1.0
64582.0,49494.0,0.678,0.52442914,1.0
64672.0,17406.0,0.967,0.9694783,1.0
64732.0,20732.0,0.98,0.9955204,1.0
64760.0,57841.0,0.946,0.93893236,1.0
64823.0,17728.0,0.756,0.6687232,1.0
64908.0,808.0,0.757,0.6259986,1.0
64933.0,59634.0,0.98,1.3214588,1.0
64985.0,2982.0,1.007,1.1671972,1.0
65105.0,9917.0,0.825,0.7715853,1.0
65129.0,72419.0,0.822,0.90468276,1.0
65290.0,26703.0,1.469,1.5966209,1.0
65307.0,742.0,0.996,0.8889344,1.0
65337.0,13298.0,1.067,1.0927027,1.0
65388.0,40124.0,0.834,0.787052,1.0
65467.0,66654.0,0.741,0.8929097,1.0
65468.0,71384.0,1.025,1.0576428,1.0
65512.0,72735.0,0.635,0.6014838,1.0
65522.0,3789.0,0.878,0.9826926,1.0
65553.0,73236.0,1.009,0.5988216,1.0
65601.0,77762.0,1.0,0.8597581,1.0
65603.0,19539.0,0.908,0.7498466,1.0
65687.0,19915.0,0.8,0.6770625,1.0
65700.0,19901.0,0.656,0.66434455,1.0
65712.0,37877.0,1.021,1.5115734,1.0
65744.0,51529.0,0.95,1.1545352,1.0
65747.0,20989.0,0.864,0.8652346,1.0
65836.0,10790.0,1.064,1.4525008,1.0
65928.0,66331.0,1.498,1.6937718,1.0
65990.0,72720.0,1.32,1.2857524,1.0
66293.0,18140.0,0.93,0.9962424,1.0
66350.0,3887.0,1.45,1.3206892,1.0
66410.0,28787.0,1.022,0.89173824,1.0
66542.0,67798.0,0.778,0.5632701,1.0
66653.0,42975.0,1.25,1.2043399,1.0
66723.0,58554.0,0.909,1.0571159,1.0
66833.0,63790.0,1.01,1.0117195,1.0
66873.0,1425.0,0.822,0.90304077,1.0
67004.0,19034.0,0.807,0.57544875,1.0
67213.0,64590.0,0.935,0.84635204,1.0
67218.0,37875.0,0.931,0.9352576,1.0
67226.0,55189.0,1.197,1.2127409,1.0
67283.0,38649.0,0.979,0.8177064,1.0
67382.0,66490.0,1.437,1.1755626,1.0
67419.0,16563.0,0.791,1.0130614,1.0
67433.0,50178.0,1.019,1.447182,1.0
67437.0,48236.0,0.702,0.75151694,1.0
67479.0,38024.0,0.998,0.90665454,1.0
67623.0,62428.0,3.08,1.462388,1.0
67708.0,52263.0,1.053,1.1493412,1.0
67779.0,1801.0,1.054,0.9699275,1.0
67823.0,49602.0,0.834,1.0645128,1.0
67846.0,12602.0,1.293,1.2980155,1.0
67951.0,2350.0,1.105,1.38845,1.0
68016.0,2163.0,0.811,0.6568182,1.0
68073.0,17185.0,1.25,1.1990826,1.0
68164.0,64924.0,0.889,0.9869232,1.0
68210.0,25766.0,0.887,0.8948942,1.0
68322.0,58574.0,0.811,0.6831455,1.0
68343.0,2969.0,0.829,0.5945078,1.0
68362.0,71895.0,0.726,0.715976,1.0
68408.0,44701.0,0.972,0.7829907,1.0
68422.0,71922.0,0.904,0.90533906,1.0
68457.0,49646.0,0.897,0.6794335,1.0
68596.0,2693.0,0.942,1.3008541,1.0
68606.0,19996.0,1.261,1.2448881,1.0
68699.0,38017.0,0.828,0.969543,1.0
68835.0,47645.0,1.243,1.5171227,1.0
68855.0,47009.0,1.083,1.0378982,1.0
68978.0,59423.0,0.957,1.0739778,1.0
69052.0,3124.0,1.102,1.5079533,1.0
69115.0,18921.0,1.916,1.6245527,1.0
69135.0,24435.0,1.09,1.4934275,1.0
69312.0,10541.0,0.725,0.7022128,1.0
69373.0,24653.0,1.121,0.9755778,1.0
69378.0,69596.0,0.849,0.8291836,1.0
69413.0,1253.0,1.025,0.9460014,1.0
69441.0,64652.0,0.906,0.9971516,1.0
69721.0,46537.0,0.583,0.65577614,1.0
69797.0,78541.0,0.953,1.042569,1.0
69811.0,71805.0,0.948,1.2675383,1.0
69932.0,45998.0,1.114,1.6479809,1.0
69951.0,20272.0,0.654,0.58085084,1.0
70136.0,9165.0,0.866,0.76932377,1.0
70163.0,66454.0,1.003,1.283318,1.0
70184.0,68894.0,0.819,0.9787638,1.0
70347.0,23116.0,1.016,0.92710227,1.0
70353.0,22877.0,0.815,0.9240337,1.0
70410.0,37502.0,1.006,1.7051528,1.0
70539.0,44420.0,0.768,0.6476667,1.0
70541.0,64327.0,0.805,1.161555,1.0
70545.0,29390.0,1.093,1.2087249,1.0
70690.0,65156.0,0.706,0.8461198,1.0
70748.0,79692.0,1.072,1.3999048,1.0
70990.0,50638.0,1.722,2.0234919,1.0
71059.0,420.0,1.093,1.2977905,1.0
71088.0,37210.0,1.025,0.99403954,1.0
71151.0,9428.0,1.086,1.1768312,1.0
71269.0,48326.0,0.862,0.8364952,1.0
71397.0,58703.0,0.974,0.98833907,1.0
71457.0,60902.0,1.041,1.1541623,1.0
71483.0,9410.0,0.965,1.1087575,1.0
71532.0,21682.0,0.73,0.6751069,1.0
71611.0,73620.0,0.799,0.665427,1.0
71628.0,51597.0,0.736,0.91831475,1.0
71649.0,58672.0,1.01,1.1304221,1.0
71899.0,26450.0,0.763,0.79208523,1.0
71945.0,35170.0,0.884,1.1229852,1.0
72044.0,13911.0,1.089,1.2394572,1.0
72090.0,43101.0,1.074,1.0289516,1.0
72221.0,12097.0,0.999,0.9270565,1.0
72345.0,30937.0,0.875,1.2318591,1.0
72459.0,1734.0,0.96,1.10156,1.0
72484.0,17858.0,0.968,1.3804144,1.0
72509.0,60836.0,1.123,1.5851831,1.0
72579.0,7224.0,0.969,1.3232332,1.0
72595.0,68946.0,0.86,0.7322003,1.0
72910.0,39224.0,0.985,0.9434669,1.0
73009.0,50285.0,0.827,0.88726336,1.0
73013.0,60534.0,1.005,1.1065767,1.0
73049.0,16388.0,1.087,1.1808645,1.0
73082.0,26383.0,0.966,0.98821354,1.0
73084.0,35032.0,1.311,1.2857893,1.0
