# starID,Period_days,Radius_earth,Duration_hours
11188,1.08060335e+01,1.47403470e+00,3.94377917e+00
11204,4.22705698e+00,1.11779955e+00,3.28734956e+00
11204,1.03086078e+01,1.22703703e+00,2.95283908e+00
11204,1.01150148e+02,1.33043593e+00,9.64757466e+00
11237,4.39212431e+00,2.79153816e+00,1.64018727e+00
11299,4.43760520e+00,1.01268509e+00,3.39479758e+00
11310,1.33549389e+01,5.34662995e+00,3.59724964e+00
11353,9.29847754e+00,8.73881582e-01,3.85321034e+00
11367,1.61656708e+00,9.23613143e-01,2.23952845e+00
11415,4.61203864e+00,8.90269633e-01,5.64423173e-01
11473,2.54075151e+00,1.04675743e+00,1.97971393e+00
11490,5.12874654e+00,4.23273711e+00,3.68438518e+00
11490,1.56155232e+01,5.19724232e+00,5.26661401e+00
11490,1.01027061e+02,5.23897392e+00,9.41827536e+00
11532,1.24263330e+01,2.14998328e+00,4.57306649e+00
11601,5.06655058e+00,1.61275928e+00,3.35899309e+00
11660,9.92544609e+00,3.00332048e+00,3.80891026e+00
11716,1.06312578e+01,8.71866923e+00,4.75308931e+00
11724,2.18680665e+00,1.97147902e+00,2.44674940e+00
11724,3.42358082e+00,1.24782694e+00,1.11436789e+00
11724,8.63312127e+00,1.06090863e+00,2.34051768e+00
11761,1.56206979e+01,1.00987474e+00,3.71493507e+00
11787,4.92717067e+00,2.93045575e+00,3.19141133e+00
11824,2.19757032e+00,2.64959650e+00,2.19322546e+00
11859,1.69300081e+00,2.40073048e+00,2.32073775e+00
11859,3.42528996e+00,1.30618016e+00,3.07658161e+00
11898,4.66712376e+00,1.43654915e+00,2.94832240e+00
11924,1.28068344e+02,3.40718425e+00,1.06053205e+01
11952,2.16997332e+01,2.19260079e+00,5.70876867e+00
12018,2.96097426e+00,1.10156146e+00,2.92073798e+00
12056,2.44138682e+00,5.13386954e-01,2.33000227e+00
12061,6.29611509e+00,2.82004865e+00,3.60437303e+00
12061,4.72492939e+01,2.07284281e+00,7.04525909e+00
12062,4.79612624e-01,3.71102266e+00,1.29714208e+00
12062,8.91716629e-01,4.12787569e+00,1.73166989e+00
12088,1.18740275e+01,2.15376751e+00,3.83961527e+00
12114,1.33711395e+00,3.72802756e+00,2.06578990e+00
12166,7.16679501e+00,8.40107188e-01,3.99136170e+00
12210,2.48400772e-01,5.14238597e-01,1.40566686e+00
12210,3.68352626e-01,6.11631089e-01,1.43693515e+00
12239,8.60231888e+00,1.84421367e+00,1.05133597e+00
12239,3.70230982e+01,2.38993899e+00,6.03239825e+00
12255,3.17202595e+00,1.02164805e+00,2.06609388e+00
12274,1.58403645e+00,1.87620459e+00,2.02320608e+00
12274,2.66644098e+00,1.53343090e+00,2.84474633e+00
12298,1.38855733e+00,6.93964209e-01,2.12212672e+00
12359,5.05324009e+01,2.65757267e+00,7.63421468e+00
12407,2.55960104e+00,1.47386125e+00,1.65427460e+00
12467,8.82289703e+00,2.45064259e+00,2.61516238e+00
12494,5.30561434e+00,2.19585751e+00,3.30734674e+00
12494,7.79532349e+00,1.62829206e+00,3.41856624e+00
12586,2.97531436e+00,2.42928892e+00,1.70497256e+00
12604,8.95283919e+00,2.82542001e+00,3.97634703e+00
12771,4.61042579e+01,2.55175053e+00,2.17605355e+00
12802,9.89028967e+00,3.50041508e+00,2.36596112e+00
12858,1.36989203e+02,4.23560150e+00,5.23841641e+00
12868,1.09993176e+00,2.07413096e+00,2.15915473e+00
12868,1.81999714e+00,2.54904436e+00,2.24366771e+00
12910,1.98638889e+01,2.02531853e+00,4.76164871e+00
12910,6.77698010e+01,2.73469871e+00,8.28115361e+00
12956,5.57027412e+00,2.26156832e+00,3.54785726e+00
12956,4.17582746e+01,4.04407247e+00,3.85514512e+00
12956,5.41947316e+01,3.38919445e+00,7.85009697e+00
13049,1.16964994e+01,2.78159748e+00,2.92483746e+00
13050,6.66295324e+00,2.10099543e+00,3.28927597e+00
13079,4.65259312e+01,2.13952816e+00,5.62120791e+00
13091,7.59801535e+00,1.42019654e+00,3.78426101e+00
13111,1.39208222e+01,2.19756506e+00,4.64341286e+00
13123,3.59249155e+00,1.35156839e+00,2.55955327e+00
13144,6.49231348e-01,9.04834974e-01,1.55512137e+00
13144,1.01645153e+00,1.37648531e+00,2.07003469e+00
13144,2.63025035e+00,1.31760714e+00,1.75890186e+00
13153,1.79317698e+00,1.27544541e+00,2.26648846e+00
13153,2.94263739e+01,1.24544988e+00,6.24167787e+00
13170,1.72453575e+01,1.85974210e+00,5.39550393e+00
13184,1.99054689e+00,1.18264329e+00,2.32244834e+00
13184,2.44404393e+00,1.12163998e+00,2.65348545e+00
13184,3.98348511e+00,1.03067176e+00,1.75695822e+00
13184,6.85673338e+00,1.49452544e+00,3.02577481e+00
13203,1.46081759e+01,4.03788186e+00,3.90144130e+00
13249,2.80466981e-01,1.37411883e+00,1.47656875e+00
13249,9.35229111e-01,1.11744239e+00,2.05877128e+00
13261,4.32287827e-01,1.00462716e+00,1.38898517e+00
13261,6.84298784e-01,1.13285743e+00,1.25015220e+00
13425,7.80739546e+01,3.15947161e+00,9.05406377e+00
13438,1.01498017e+01,2.08477996e+00,4.52442771e+00
13451,3.64446512e+00,2.10734366e+00,2.19676033e+00
13534,1.16364323e+00,1.62346164e+00,1.58488359e+00
13534,1.65614998e+00,1.40420581e+00,1.58438141e+00
13611,6.28064536e+00,1.33222857e+00,3.75657065e+00
13611,1.97857419e+01,1.61703753e+00,5.33426662e+00
13613,1.38636736e+00,5.25685065e-01,5.93230198e-01
13646,4.36709945e-01,1.08772792e+00,7.52626354e-01
13646,1.01467624e+00,1.31424932e+00,2.01492237e+00
13648,3.06179958e+00,1.93112666e+00,2.90877559e+00
13768,1.41563182e+01,3.38350316e+00,3.48444009e+00
13800,3.86474578e+02,4.03185237e+00,6.66788438e+00
13929,1.32246985e+01,2.00496584e+00,4.09540035e+00
13934,5.09624279e+00,8.39704200e-01,1.97858966e+00
14047,2.05675697e+01,2.64670030e+00,5.70605976e+00
14048,7.10034764e-01,1.09888229e+00,8.49267439e-01
14048,6.12545258e+01,2.09774506e+00,6.83983871e+00
14075,7.81033020e+00,1.54287547e+00,3.98024013e+00
14087,5.63193105e+00,1.04034186e+00,3.41593167e+00
14121,7.18108313e+00,8.15724729e-01,3.14715028e+00
14155,3.70813743e+01,3.37544729e+00,4.80865901e+00
14213,8.55835247e+00,3.34887558e+00,4.29813577e+00
14214,6.19377145e+00,2.85533159e+00,3.87781116e+00
14225,1.21465124e+01,6.73048684e-01,2.57589193e+00
14243,5.98363040e+02,2.35706007e+00,1.77125674e+01
14295,1.55045463e+01,1.13691836e+00,1.94764199e+00
14325,8.98120589e+01,2.83881579e+00,8.70200079e+00
14339,5.60243546e+00,1.60581054e+00,3.50930851e+00
14339,1.22419510e+01,2.14651735e+00,4.80401879e+00
14385,4.12914438e+01,2.89147434e+00,7.15521587e+00
14439,5.74447457e+00,3.25860199e+00,2.91788712e+00
14492,3.05183480e+01,1.18829296e+00,2.08563323e+00
14495,1.79950213e+01,8.01920585e-01,3.87821038e+00
14544,7.71093157e+00,8.19599735e-01,5.15352270e-01
14555,1.40701152e+01,9.87694148e-01,1.41783673e+00
14555,2.98247209e+01,1.08055971e+00,6.36994853e+00
14559,3.83323185e+00,1.67865953e+00,2.89542229e+00
14559,6.01847404e+00,2.71857566e+00,3.78572417e+00
14559,9.44241611e+00,2.58025775e+00,1.21050028e+00
14559,1.80726305e+01,4.16052166e+00,3.37378548e+00
14606,5.07866320e+00,2.14300718e+00,1.69779101e+00
14646,4.35520648e+01,2.06550990e+00,7.03672361e+00
14693,7.94203508e+00,1.56275501e+00,3.88978638e+00
14740,7.56354800e+00,1.96890410e+00,1.61534849e+00
14761,5.96271904e+00,1.52792265e+00,2.80287233e+00
14899,1.53410237e+01,4.51232533e+00,5.33163406e+00
14904,6.60798760e+00,2.70593954e+00,2.98622879e+00
14935,1.33940794e+02,4.40153677e+00,1.05087534e+01
14944,3.82094475e+01,1.03965749e+00,6.94562195e+00
14963,4.93575188e+01,8.30115009e+00,7.69256950e+00
14988,5.15901613e-01,1.13775816e+00,1.41060497e+00
14989,2.75370741e+01,1.27728691e+00,3.23782044e+00
15034,7.93507045e+00,1.60746013e+00,4.15142538e+00
15096,5.57966224e+01,3.17593811e+00,3.72283803e+00
15099,1.12133368e+00,2.72371743e+00,1.23935432e+00
15125,1.27946123e+01,7.97068049e-01,3.62713059e+00
15200,4.32294802e+01,4.19537632e+00,6.29823093e+00
15243,1.18533770e+01,2.59622625e+00,3.28915067e+00
15262,1.25441280e+01,8.66845526e-01,4.36103051e+00
15291,5.76064471e+00,1.32376001e+00,1.15120692e+00
15344,2.35602383e+01,4.44725511e+00,4.95478341e+00
15391,3.78027616e+00,2.07805600e+00,2.28151865e+00
15458,8.73496932e+00,9.01610284e-01,3.05029036e+00
15458,1.55888413e+01,9.87148824e-01,4.60576954e+00
15491,1.10967127e+01,2.40730019e+00,4.67319262e+00
15491,2.82665814e+01,4.35569440e+00,5.10505063e+00
15535,1.14179137e+00,1.14063658e+00,1.65999734e+00
15537,9.61840816e+00,2.54213745e+00,1.81443214e+00
15580,9.66008944e+00,1.76645630e+00,1.62761144e+00
15654,1.34661825e+00,2.40182826e+00,2.32267952e+00
15722,6.75166470e+00,1.45963904e+00,2.72189265e+00
15756,8.78420855e+01,2.91816953e+00,7.58810175e+00
15782,2.66281961e+00,1.03489092e+00,1.87281469e+00
15815,9.45142286e+00,1.37599165e+00,3.97162078e+00
15895,1.01244697e+01,1.01983032e+00,3.13336943e+00
15901,8.13956039e+00,1.37631004e+00,3.18625589e+00
15965,3.14170662e-01,2.49449386e+00,9.68706467e-01
15965,1.83324177e+00,2.34355937e+00,2.42135643e+00
16029,1.28507266e+01,1.11068715e+00,3.40730730e+00
16033,1.38141508e+01,2.41704828e+00,4.97008990e+00
16033,2.50293044e+01,2.69513544e+00,6.03075810e+00
16036,5.82045365e+00,2.28651384e+00,1.23656405e+00
16111,5.63407490e-01,1.05498479e+00,1.24200253e+00
16113,4.91480825e+00,1.27593934e+00,3.26501309e+00
16113,7.33781120e+00,1.46765336e+00,1.18571446e+00
16126,7.35386227e+00,2.22633737e+00,4.07621224e+00
16126,1.56666325e+01,2.79008392e+00,4.76535779e+00
16135,1.58825126e+01,1.30610826e+00,2.12898149e+00
16171,2.07493051e+00,2.74344684e+00,1.77241662e+00
16220,1.17154021e+01,1.87851752e+00,4.61417454e+00
16233,1.07646088e+01,2.48474796e+00,4.00177188e+00
16233,1.47503047e+01,2.33240537e+00,4.98791269e+00
16264,6.79161406e+01,2.86115309e+00,8.54349527e+00
16406,1.07581099e+01,1.71154263e+00,2.19263873e+00
16406,2.92162283e+01,2.04003780e+00,3.43277767e+00
16449,9.60244198e+00,1.46643657e+00,1.46603362e+00
16471,6.38019034e-01,1.53592938e+00,1.44399988e+00
16606,9.11352352e-01,2.00127457e+00,2.06099968e+00
16606,3.68876225e+00,1.29490998e+00,2.99686859e+00
16606,6.21292664e+00,1.39113480e+00,3.80413275e+00
16606,1.61845327e+01,1.91726017e+00,5.00920541e+00
16624,1.87040927e+00,3.21630525e+00,2.58094436e+00
16624,4.71452112e+00,3.53811380e+00,3.38134420e+00
16624,8.95167178e+00,4.61264251e+00,4.07279869e+00
16624,1.40617503e+01,3.26072023e+00,5.08045933e+00
16650,1.51508467e+00,6.16847199e-01,1.94839862e+00
16728,9.72517110e+00,1.24147618e+00,3.38308600e+00
16730,7.69528010e+00,8.55890206e-01,3.55832587e+00
16740,1.06408216e+01,1.90507966e+00,4.26588523e+00
16798,5.95752852e+00,1.27480828e+00,3.43833222e+00
16811,5.05325993e+00,1.49355957e+00,3.45183271e+00
16811,8.42994899e+00,2.06579464e+00,2.61883630e+00
16811,1.87891043e+01,1.27809405e+00,9.52385291e-01
16898,1.56682546e+01,1.32968435e+00,4.04079913e+00
16918,3.09636827e+00,6.79445838e-01,2.89825518e+00
16925,4.22008392e+01,9.38905910e-01,7.21230129e+00
16954,3.61338660e+01,5.67368821e+00,6.98987902e+00
16986,4.07973931e+00,9.23128486e-01,3.23817503e+00
17076,1.10206455e+01,1.80865133e+00,3.02381796e+00
17076,4.49662215e+01,1.59124263e+00,4.63970434e+00
17196,1.48735228e+01,1.62360930e+00,1.44449750e+00
17204,5.23283382e+00,1.15016340e+00,1.71904548e+00
17206,1.01802250e+00,2.19668894e+00,1.39347767e+00
17223,3.18249397e+01,4.45546989e+00,5.80057650e+00
17223,4.25448115e+01,4.21954632e+00,7.32363563e+00
17233,1.61544541e+01,2.23663499e+00,5.13069305e+00
17301,5.16081798e+00,2.92661772e+00,3.50697993e+00
17301,7.45832432e+01,5.34511974e+00,7.43405708e+00
17321,3.46481056e+00,3.15834897e+00,2.63599303e+00
17340,1.11990257e+00,1.23074934e+00,2.17509889e+00
17340,7.08315944e+00,1.46353842e+00,4.00470984e+00
17360,1.96275445e+00,1.05071641e+00,1.87314821e+00
17360,4.05013156e+00,1.55895484e+00,2.43010787e+00
17370,2.73717486e+01,1.68596270e+00,4.46658286e+00
17373,8.83114567e-01,1.73778393e+00,2.03519874e+00
17400,2.31997847e+01,2.93982838e+00,5.93344063e+00
17406,8.50381947e+00,1.97799079e+00,3.20725911e+00
17416,1.49721561e+01,1.68864521e+00,2.25977271e+00
17421,5.50286093e+01,2.97191947e+00,7.03524100e+00
17422,6.40401254e+00,3.12391213e+00,3.79413549e+00
17422,1.55969303e+01,2.63096841e+00,5.26140637e+00
17472,1.09178523e+01,1.61541375e+00,2.44230604e+00
17499,1.89435173e+01,5.87530452e-01,1.92102667e+00
17580,1.90439189e+01,1.80168645e+00,5.57614798e+00
17591,1.54300340e+00,2.07977087e+00,2.39088292e+00
17591,2.45991984e+00,2.11456379e+00,2.83911499e+00
17591,3.73677959e+00,1.67597153e+00,3.18432979e+00
17606,1.57147635e+02,2.94160772e+00,1.11438682e+01
17624,1.26589222e+00,5.66220501e-01,1.98632652e+00
17676,2.71481007e+01,2.07327549e+00,6.19565283e+00
17728,4.23441699e+00,1.00599904e+00,2.35988911e+00
17728,7.18155141e+00,9.48693349e-01,2.87630943e+00
17744,1.92244125e+01,8.26114276e-01,5.55374162e+00
17787,1.30802797e+00,2.51171967e+00,2.14933141e+00
17787,2.59271050e+00,2.09172832e+00,1.39261320e+00
17787,7.68911844e+00,1.89623842e+00,1.99651827e+00
17825,5.74735247e+00,2.73078810e+00,2.76203687e+00
17828,1.02132209e+00,1.54457824e+00,6.68063095e-01
17828,1.36366060e+00,1.92452624e+00,1.11478739e+00
17856,1.33766577e+01,1.57768953e+00,1.34669249e+00
17856,2.72281178e+01,1.76136151e+00,5.78286791e+00
17856,4.39333962e+01,2.59604506e+00,4.50373864e+00
17895,1.84570142e+01,2.60784461e+00,5.14773648e+00
17895,2.45886871e+01,4.60196340e+00,1.79003750e+00
17895,4.17461524e+01,5.53794361e+00,4.73199415e+00
17900,4.87314638e-01,7.87684268e-01,1.68479060e+00
17900,1.88987107e+00,1.25110275e+00,2.57327428e+00
17917,9.60196781e+00,8.77282322e-01,4.39018286e+00
17936,3.75191747e+01,2.65115275e+00,6.61541310e+00
17950,4.40223865e+01,1.41739177e+00,2.81393337e+00
17977,2.43451480e+00,8.29017767e-01,2.06017267e+00
17986,3.42759514e+01,3.07049467e+00,1.79544770e+00
18056,1.67963178e+01,2.64250847e+00,2.60438143e+00
18085,1.41849020e+01,2.89756833e+00,3.28369245e+00
18091,3.14042013e+01,2.10119205e+00,3.44402184e+00
18122,7.01448879e+00,1.66240089e+00,3.88829026e+00
18132,2.52134056e+00,1.66267840e+00,2.43935552e+00
18165,2.47526267e+00,3.28201435e+00,2.85344294e+00
18197,5.47895247e+00,3.14409546e+00,3.73195651e+00
18211,5.25124730e+00,2.21311823e+00,1.95848175e+00
18244,7.04593056e+00,1.12217262e+00,3.95432366e+00
18255,1.87784228e+01,2.67567390e+00,5.51155266e+00
18325,8.31009672e+00,1.98136548e+00,4.02891583e+00
18429,4.51805159e+01,1.34012419e+00,7.41527852e+00
18441,1.05121743e+01,3.61815954e+00,2.82558260e+00
18476,7.50132749e+00,2.84596598e+00,4.10079909e+00
18476,1.27633957e+01,3.67758847e+00,4.16347434e+00
18524,9.50262878e+00,2.65357680e+00,4.18606387e+00
18524,1.40140345e+01,1.98837625e+00,3.55507564e+00
18524,1.86232900e+01,2.03180983e+00,5.40143768e+00
18524,2.65950485e+01,2.24019677e+00,6.06739493e+00
18524,3.53840866e+01,3.12541167e+00,3.05215435e+00
18524,4.63023035e+02,4.40946066e+00,1.63452925e+01
18553,5.21425047e+01,1.22620455e+00,6.70066742e+00
18563,1.38863591e+01,1.73813854e+00,3.38637961e+00
18570,6.60913253e-01,6.67972983e-01,1.55858778e+00
18575,1.05998592e+01,1.02375100e+00,3.09717673e+00
18599,1.55596943e+01,2.37364389e+00,4.23411208e+00
18646,4.37792774e+01,2.45350476e+00,1.84003552e+00
18675,1.34401190e+01,1.67582817e+00,3.90750355e+00
18675,6.48367218e+01,3.76699150e+00,8.55089441e+00
18721,1.61675850e+01,1.97207280e+00,1.08129670e+00
18725,1.35441206e+02,4.21291825e+00,6.70479610e+00
18754,1.06876439e+01,1.73424683e+00,4.28905415e+00
18788,1.64842782e+01,2.26617961e+00,2.26942347e+00
18813,2.15397712e+01,1.36082708e+00,5.52179864e+00
18819,2.94350751e+02,1.68616742e+00,1.38907188e+01
18826,1.17546739e+01,1.43269994e+00,2.58171994e+00
18828,1.07060609e+00,2.12061297e+00,2.15946681e+00
18828,2.14746282e+00,2.38538153e+00,2.72298437e+00
18828,3.91058005e+00,2.78467888e+00,3.31212746e+00
18853,2.36717485e+00,1.05229397e+00,2.27756360e+00
18853,9.62877518e+00,1.30545731e+00,3.43240806e+00
18890,4.57799931e+00,3.27874065e+00,2.51762766e+00
18890,6.14829759e+00,2.56743523e+00,3.67604967e+00
18890,1.16243343e+01,4.47843928e+00,1.89693135e+00
18890,2.03120542e+01,3.76669258e+00,1.52163220e+00
18893,4.66192334e-01,1.60148791e+00,3.01174532e-01
18904,9.41753221e+00,2.59313446e+00,3.89668619e+00
18931,1.17901729e+01,6.72589600e-01,4.55740481e+00
18970,5.56743585e+00,6.91801469e-01,2.56169916e+00
18970,1.39851318e+01,8.89779450e-01,3.92996644e+00
18979,1.19348418e+01,9.74788583e-01,2.69409160e+00
19007,9.57806106e+00,2.59156832e+00,4.45573757e+00
19043,3.96477384e+00,2.19796305e+00,3.00181689e+00
19043,1.00082832e+01,1.42431724e+00,4.37986304e+00
19094,1.09437807e+00,2.44085163e+00,1.77159404e+00
19161,1.06693766e+02,2.40162031e+00,8.19907083e+00
19251,1.21987389e+00,9.95584657e-01,2.03854888e+00
19273,1.38340927e+01,2.71801374e+00,4.53962172e+00
19351,2.16656721e+01,1.23028323e+00,5.35628214e+00
19369,1.03770374e+01,2.59486610e+00,4.51682222e+00
19421,1.26359512e+01,1.50616989e+00,4.75877417e+00
19440,4.44965688e+01,1.21479236e+00,7.04864192e+00
19443,7.37328087e+00,4.06524459e+00,3.79613594e+00
19501,4.77194778e-01,9.27510056e-01,1.64051748e+00
19518,6.18535583e+00,1.90622682e+00,3.84853734e+00
19518,1.05553543e+01,1.56308314e+00,4.01678005e+00
19518,1.54102017e+01,1.68177603e+00,4.70182931e+00
19536,2.81085378e+00,1.89868085e+00,2.81328371e+00
19536,1.08528692e+01,2.83419189e+00,2.68008716e+00
19640,1.39322087e+01,2.89560850e+00,5.07581383e+00
19680,6.38743347e-01,3.99575284e-01,1.39711599e+00
19833,1.97479793e+00,9.07397403e-01,1.30263745e+00
19858,1.25115671e+01,1.89328367e+00,4.67522621e+00
19871,1.98702926e+00,1.72511767e+00,2.62153594e+00
19894,1.30766447e+00,2.08461228e+00,9.28843599e-01
19895,7.25040493e+00,9.83315543e-01,3.12578776e+00
19954,7.12031078e+00,2.00698331e+00,3.85406272e+00
19954,1.42971333e+01,2.20506393e+00,4.02874435e+00
19954,3.61111284e+01,3.18272736e+00,6.94726188e+00
20007,7.26235856e+00,1.28861417e+00,4.02194339e+00
20029,1.84831334e+01,4.65822516e+00,4.76040754e+00
20045,1.75698629e+01,8.49041312e-01,3.52118850e+00
20099,1.20073248e+01,1.97947460e+00,4.64285810e+00
20186,2.77998278e+00,1.47213457e+00,2.10690783e+00
20187,9.07681842e+00,6.33371467e-01,4.11711870e+00
20234,1.69243776e+01,2.42101630e+00,5.22938275e+00
20280,3.34072554e+00,1.52977036e+00,3.09875861e+00
20351,1.08151562e+01,1.66306699e+00,3.28891285e+00
20351,2.66506972e+01,2.35381736e+00,6.25946360e+00
20351,5.55150645e+01,2.68211886e+00,7.23760609e+00
20358,1.14821310e+01,3.31140919e+00,4.38589979e+00
20370,4.04360875e+01,3.89316104e+00,6.41493757e+00
20386,5.96449548e+00,8.39362392e-01,3.06062636e+00
20390,8.64332395e+00,4.56138235e+00,4.36520705e+00
20427,7.89051419e+00,1.97782227e+00,3.87724815e+00
20427,1.74810949e+01,2.81088140e+00,4.69193569e+00
20451,3.95975773e+00,3.10961131e+00,2.46613646e+00
20451,8.19083451e+00,2.66446247e+00,4.04591367e+00
20451,1.74685831e+01,2.29973209e+00,4.67178316e+00
20469,4.84769980e+00,2.04635662e+00,3.40094400e+00
20481,5.69917579e+00,2.92461391e+00,3.65046423e+00
20537,4.92868440e+00,2.13016653e+00,3.26304847e+00
20647,6.06160834e+00,1.05829301e+00,3.02211403e+00
20680,4.59198584e+01,3.65195971e+00,7.45728123e+00
20711,5.70803475e+01,1.35400057e+00,2.89248387e+00
20743,9.46677841e+00,3.08223831e+00,2.47845709e+00
20877,5.54768500e+00,6.51588214e-01,2.69256916e+00
20892,6.81951450e+00,2.04301002e+00,1.50340492e+00
20954,8.17278844e+00,1.14645402e+00,2.42422215e+00
20980,3.96561243e+00,2.74179552e+00,2.43017091e+00
20992,3.55803326e+00,3.61010846e+00,2.96337292e+00
20996,4.70472075e+01,4.14410337e+00,6.30872927e+00
21054,3.18955897e+00,1.20433942e+00,5.09011486e-01
21077,2.00095436e+00,9.97748102e-01,2.62763895e+00
21077,4.38033603e+00,1.19063904e+00,3.40683575e+00
21085,1.54070621e+01,2.25364317e+00,4.61307222e+00
21110,1.15701483e+01,1.66597906e+00,4.27031273e+00
21228,4.38854920e+01,4.00144153e+00,6.82284746e+00
21274,6.62771829e+00,1.97933776e+00,3.91860317e+00
21361,1.13670373e+01,1.00113197e+00,4.54145651e+00
21439,2.99932031e+01,6.20127234e-01,6.39560683e+00
21493,4.94627264e+01,3.57591852e+00,5.69728075e+00
21520,1.78832227e+01,4.05457072e+00,4.79113237e+00
21529,2.97982685e+01,2.39863734e+00,5.07934940e+00
21547,1.17230316e+01,2.68995126e+00,4.59102931e+00
21598,5.89151649e+00,2.66982748e+00,2.95093112e+00
21637,1.28703670e+00,1.26776463e+00,1.53893711e+00
21637,1.82113161e+00,1.35385358e+00,2.19676899e+00
21637,3.81618892e+00,2.34608820e+00,2.81819459e+00
21637,5.99667618e+00,3.66615086e+00,1.36816204e+00
21637,2.75229100e+01,2.11452210e+00,4.89973583e+00
21658,8.13565283e+01,2.07023434e+00,7.83733251e+00
21688,2.47002802e-01,8.96172082e-01,1.42029923e+00
21688,5.35036693e-01,9.87529504e-01,1.73443900e+00
21700,4.41368809e+01,6.13026121e+00,7.27257129e+00
21721,9.77622550e+00,2.14444515e+00,4.48210029e+00
21721,1.03995750e+02,2.88845214e+00,8.69903664e+00
21757,1.18336777e+01,3.31109854e+00,3.73547318e+00
21774,2.16002694e-01,5.65677878e-01,1.30295012e+00
21774,2.76606308e-01,6.15435952e-01,1.32409485e+00
21774,7.13942406e-01,1.38632385e+00,9.88555569e-01
21792,1.06865965e+01,3.47457043e+00,3.22372197e+00
21799,5.68466304e+01,3.10020860e+00,8.06331919e+00
21803,1.08929842e+01,1.09271107e+00,2.48259387e+00
21803,6.58104757e+01,5.67471209e+00,6.08552058e+00
21805,2.06975849e+01,6.18964316e+00,3.31044365e+00
21858,1.57499531e+01,3.03342304e+00,3.34404853e+00
21860,2.62340616e+00,1.58660235e+00,1.39765878e+00
21860,1.00308333e+01,8.81631666e-01,4.46889741e+00
21894,2.56153562e+01,2.00678849e+00,4.93137181e+00
21910,5.86021383e+00,1.02567532e+00,3.73391103e+00
21937,3.26336225e+01,3.06138535e+00,5.47007243e+00
21969,2.58749139e-01,3.12205672e+00,1.32777579e+00
21969,7.89364488e-01,3.38466418e+00,1.76412060e+00
21969,3.30247846e+00,4.23884842e+00,3.10855562e+00
21970,7.46429108e+00,2.19030172e+00,2.43251208e+00
21989,1.19452692e+01,1.82570125e+00,3.84045246e+00
21989,1.81836003e+01,1.68921702e+00,4.91423613e+00
21989,2.25012758e+01,1.71764437e+00,4.67317772e+00
21989,2.36861496e+02,4.02199367e+00,8.38159682e+00
22044,3.01058207e+00,1.98325496e+00,1.41294527e+00
22048,1.71633505e+01,2.20826256e+00,5.33243058e+00
22054,1.01934197e+00,1.39505856e+00,2.12224505e+00
22054,1.60210415e+00,1.32290678e+00,1.87259500e+00
22091,1.24590513e+01,1.30954718e+00,4.82705757e+00
22111,1.55563370e+01,1.93319589e+00,4.88889487e+00
22128,5.34473271e-01,6.64962955e-01,8.45545565e-01
22150,4.14493050e+02,2.83068273e+00,1.57116064e+01
22166,5.74234315e+00,2.42219725e+00,3.24236551e+00
22166,2.09231485e+01,1.52826635e+00,5.28831009e+00
22166,4.91705975e+01,1.77087465e+00,5.29349086e+00
22198,1.52575563e+00,3.04109850e+00,2.01697356e+00
22198,2.88037213e+00,3.99630720e+00,1.65669340e+00
22277,2.79104508e+01,2.91508457e+00,6.21214591e+00
22292,5.51777575e+00,2.64074399e+00,3.36818924e+00
22297,1.18075689e+00,1.39720929e+00,2.11262464e+00
22297,1.80054375e+00,1.34242200e+00,1.92573943e+00
22312,7.94471400e+00,1.38054196e+00,7.33378970e-01
22312,5.98687704e+01,2.42497468e+00,7.00115410e+00
22344,2.38439256e+01,2.23638340e+00,3.63322099e+00
22431,3.46747690e+01,2.56828916e+00,2.81858620e+00
22474,1.60652761e+01,2.67319844e+00,4.61300508e+00
22518,2.98347925e+00,1.21097006e+00,2.07527818e+00
22518,1.02861191e+01,2.46602113e+00,3.07297679e+00
22551,2.96484191e+02,3.11386714e+00,1.35606897e+01
22573,3.83613970e+00,8.05679234e-01,3.07740444e+00
22573,1.31207390e+01,1.12228000e+00,4.90402739e+00
22577,1.89971655e+01,1.65261950e+00,1.96604023e+00
22600,4.00100598e+00,1.32872123e+00,2.63489777e+00
22600,2.14220007e+01,9.86595724e-01,3.66188396e+00
22687,5.62457034e+00,1.87177408e+00,3.52011771e+00
22687,1.00108555e+01,1.59155446e+00,3.51066892e+00
22687,2.89348451e+01,1.48474595e+00,6.12620651e+00
22701,7.67135867e-01,8.62506912e-01,1.85723883e+00
22701,1.37352511e+00,1.25988995e+00,2.02872264e+00
22704,2.70131869e+01,2.38130218e+00,5.04344848e+00
22718,2.13235974e+02,2.87143819e+00,1.11936222e+01
22753,7.27232210e+00,7.86560459e-01,3.65741975e+00
22805,4.35361465e+00,2.50990461e+00,3.15119218e+00
22868,1.35839481e+00,4.08777431e-01,2.23718298e+00
22892,1.81722153e+00,1.25261483e+00,2.53866801e+00
22895,2.25007072e+01,2.74416278e+00,2.57375985e+00
22939,5.27113659e+01,3.00714693e+00,7.31546824e+00
22963,2.60645429e+00,1.80133949e+00,2.33232646e+00
22963,7.15742960e+00,2.84382528e+00,3.06017638e+00
22988,1.99231385e+00,8.45142554e-01,2.61395893e+00
22991,1.09370904e+01,2.77599063e+00,1.41139312e+00
22995,1.57622052e+01,3.55816459e+00,2.67454601e+00
